"iid","gender","match","samerace","race","goal","dec","attr","intel","prob","met","agediff"
291,1,0,0,4,1,1,5,7,5,0,1
291,1,0,0,4,1,0,4,9,5,0,5
291,1,1,0,4,1,1,7,9,7,0,1
291,1,0,1,4,1,1,6,8,7,0,1
291,1,0,0,4,1,1,9,9,7,0,3
291,1,1,0,4,1,1,6,8,7,0,3
291,1,0,1,4,1,1,6,8,5,0,4
291,1,0,0,4,1,1,5,7,5,0,4
291,1,0,0,4,1,1,7,7,6,0,2
292,1,0,0,1,1,0,6,6,7,0,0
292,1,0,0,1,1,1,4,8,6,0,5
292,1,0,0,1,1,0,5,7,4,0,6
292,1,0,0,1,1,0,5,8,4,0,2
292,1,0,0,1,1,1,6,7,5,0,4
292,1,0,0,1,1,1,9,7,7,0,4
292,1,1,0,1,1,1,7,8,7,0,3
292,1,0,0,1,1,0,7,9,4,0,3
292,1,0,0,1,1,0,5,9,6,0,1
292,1,0,0,1,1,0,5,7,4,0,2
292,1,0,0,1,1,0,10,10,5,0,1
292,1,1,1,1,1,1,6,10,7,0,2
292,1,0,0,1,1,1,6,10,7,0,2
292,1,0,0,1,1,0,5,7,4,0,4
292,1,1,0,1,1,1,7,8,8,0,0
292,1,0,0,1,1,0,5,7,4,0,2
292,1,1,0,1,1,1,8,7,5,0,4
292,1,0,0,1,1,0,7,7,7,0,4
292,1,0,0,1,1,0,7,8,4,0,5
292,1,0,0,1,1,0,7,7,7,0,5
292,1,0,0,1,1,1,6,6,8,0,3
293,1,0,1,3,2,1,8,7,8,0,0
293,1,0,0,3,2,0,4,7,6,0,5
293,1,0,0,3,2,0,6,8,6,0,6
293,1,0,0,3,2,0,5,6,4,0,2
293,1,0,0,3,2,0,6,9,5,0,4
293,1,0,0,3,2,0,7,6,7,0,4
293,1,0,0,3,2,0,5,7,7,0,3
293,1,0,0,3,2,0,5,6,4,0,3
293,1,0,0,3,2,0,3,8,5,0,1
293,1,0,0,3,2,0,5,7,5,0,2
293,1,0,0,3,2,0,3,7,4,0,1
293,1,0,0,3,2,0,4,8,6,0,2
293,1,0,0,3,2,0,5,7,5,0,2
293,1,0,0,3,2,0,4,4,3,0,4
293,1,0,0,3,2,0,6,6,5,0,0
293,1,0,0,3,2,0,7,7,6,0,2
293,1,1,1,3,2,1,9,9,7,0,4
293,1,0,0,3,2,1,8,8,6,0,4
293,1,0,0,3,2,0,6,6,4,0,5
293,1,1,0,3,2,1,8,6,7,0,5
293,1,0,0,3,2,1,7,6,7,0,3
294,0,0,1,4,1,0,4,9,6,0,3
294,0,0,0,4,1,0,7,8,3,0,2
294,0,0,0,4,1,0,5,5,2,0,5
294,0,0,1,4,1,0,6,6,1,0,1
294,0,0,0,4,1,0,6,7,4,0,7
294,0,0,0,4,1,0,5,8,5,0,3
294,0,0,0,4,1,0,4,8,2,0,2
294,0,0,0,4,1,0,6,8,6,0,3
294,0,1,0,4,1,1,8,9,6,0,5
294,0,0,0,4,1,0,8,7,5,0,0
294,0,0,0,4,1,0,3,8,2,0,1
294,0,0,0,4,1,0,2,7,1,0,4
294,0,0,0,4,1,0,4,7,2,0,6
294,0,0,0,4,1,0,5,7,1,0,1
295,0,0,0,2,2,0,4,9,4,0,3
295,0,0,1,2,2,1,6,NA,6,0,2
295,0,0,1,2,2,1,6,10,7,0,5
295,0,0,0,2,2,1,7,NA,5,0,1
295,0,0,1,2,2,0,5,7,6,0,7
295,0,0,1,2,2,1,7,NA,7,0,3
295,0,0,0,2,2,0,6,9,6,0,2
295,0,0,1,2,2,0,7,8,7,0,3
295,0,0,1,2,2,0,5,8,6,0,5
295,0,0,1,2,2,1,8,NA,6,0,0
295,0,0,0,2,2,0,5,8,5,0,1
295,0,0,1,2,2,0,4,NA,6,0,4
295,0,0,1,2,2,0,5,8,5,0,6
295,0,0,1,2,2,1,7,NA,6,0,1
296,0,0,0,2,1,0,5,6,1,0,1
296,0,0,1,2,1,0,7,9,1,0,4
296,0,0,1,2,1,0,6,5,1,0,3
296,0,0,0,2,1,0,7,6,1,0,1
296,0,0,1,2,1,0,6,6,5,0,5
296,0,0,1,2,1,1,8,9,1,0,1
296,0,0,0,2,1,0,5,6,1,0,4
296,0,0,1,2,1,1,7,8,5,0,1
296,0,1,1,2,1,1,9,8,8,0,3
296,0,1,1,2,1,1,8,8,7,0,2
296,0,0,0,2,1,0,5,5,6,0,1
296,0,1,1,2,1,1,7,9,8,0,2
296,0,0,1,2,1,0,5,5,3,0,8
296,0,0,1,2,1,1,8,8,8,0,1
297,0,1,0,2,2,1,5,8,8,0,6
297,0,0,1,2,2,1,7,8,9,0,11
297,0,1,1,2,2,1,7,9,8,0,4
297,0,0,0,2,2,0,5,9,8,0,8
297,0,0,1,2,2,0,5,5,7,0,2
297,0,0,1,2,2,0,5,7,8,0,6
297,0,0,0,2,2,0,5,7,6,0,11
297,0,0,1,2,2,0,3,7,5,0,6
297,0,1,1,2,2,1,7,7,8,0,4
297,0,0,1,2,2,1,8,7,7,0,9
297,0,0,0,2,2,0,3,8,8,0,8
297,0,1,1,2,2,1,3,10,10,0,5
297,0,0,1,2,2,0,3,7,7,0,15
297,0,0,1,2,2,0,4,7,8,0,8
298,0,0,0,2,2,0,6,8,6,0,5
298,0,0,1,2,2,1,7,9,7,0,10
298,0,0,1,2,2,0,7,8,7,0,3
298,0,0,0,2,2,1,8,9,7,0,7
298,0,0,1,2,2,1,8,9,7,0,1
298,0,0,1,2,2,1,8,8,7,0,5
298,0,0,0,2,2,0,6,8,6,0,10
298,0,0,1,2,2,0,9,8,8,0,5
298,0,0,1,2,2,1,9,9,7,0,3
298,0,0,1,2,2,1,9,8,6,0,8
298,0,0,0,2,2,0,6,8,6,0,7
298,0,0,1,2,2,0,6,7,7,0,4
298,0,0,1,2,2,0,6,7,6,0,14
298,0,0,1,2,2,1,7,7,7,0,7
299,0,0,1,4,2,0,8,10,8,0,3
299,0,0,0,4,2,0,7,8,5,0,8
299,0,0,0,4,2,0,8,8,3,0,1
299,0,0,1,4,2,1,10,9,8,0,5
299,0,0,0,4,2,1,8,9,7,0,1
299,0,0,0,4,2,1,8,9,6,0,3
299,0,0,0,4,2,0,8,8,7,0,8
299,0,0,0,4,2,0,7,10,6,0,3
299,0,1,0,4,2,1,10,10,8,0,1
299,0,0,0,4,2,0,8,9,8,NA,6
299,0,0,0,4,2,0,7,10,6,0,5
299,0,0,0,4,2,0,7,8,7,0,2
299,0,0,0,4,2,0,7,9,5,0,12
299,0,0,0,4,2,0,6,7,3,0,5
300,0,0,0,2,2,0,6,10,10,1,8
300,0,0,1,2,2,1,10,10,9,0,3
300,0,0,1,2,2,0,6,10,8,0,10
300,0,0,0,2,2,0,7,9,8,0,6
300,0,0,1,2,2,1,8,9,9,0,12
300,0,0,1,2,2,1,9,10,9,0,8
300,0,0,0,2,2,0,4,10,2,0,3
300,0,0,1,2,2,1,8,10,9,0,8
300,0,1,1,2,2,1,8,9,9,0,10
300,0,0,1,2,2,1,10,10,9,0,5
300,0,0,0,2,2,0,7,9,10,0,6
300,0,1,1,2,2,1,8,10,9,0,9
300,0,0,1,2,2,0,8,10,8,0,1
300,0,0,1,2,2,0,9,10,9,0,6
301,0,0,0,2,2,0,5,8,5,0,7
301,0,1,1,2,2,1,6,10,5,0,2
301,0,0,1,2,2,0,3,7,2,0,9
301,0,1,0,2,2,1,7,9,6,0,5
301,0,0,1,2,2,0,5,8,4,0,11
301,0,0,1,2,2,1,7,8,6,0,7
301,0,0,0,2,2,0,7,7,4,0,2
301,0,0,1,2,2,0,5,6,4,0,7
301,0,0,1,2,2,0,6,7,5,0,9
301,0,0,1,2,2,1,9,8,5,0,4
301,0,0,0,2,2,1,5,10,6,0,5
301,0,0,1,2,2,0,5,10,5,0,8
301,0,0,1,2,2,0,5,10,5,0,2
301,0,0,1,2,2,1,6,7,6,0,5
302,0,0,0,2,2,0,5,10,7,0,6
302,0,0,1,2,2,0,4,8,4,0,11
302,0,0,1,2,2,0,3,NA,5,0,4
302,0,0,0,2,2,1,7,NA,8,0,8
302,0,0,1,2,2,1,10,10,10,0,2
302,0,0,1,2,2,0,6,NA,7,0,6
302,0,0,0,2,2,0,5,10,5,0,11
302,0,0,1,2,2,1,7,6,8,0,6
302,0,0,1,2,2,1,7,6,6,0,4
302,0,0,1,2,2,0,7,NA,6,0,9
302,0,0,0,2,2,0,7,5,5,0,8
302,0,0,1,2,2,0,2,8,6,0,5
302,0,0,1,2,2,0,6,8,7,0,15
302,0,0,1,2,2,0,7,NA,5,0,8
303,0,0,0,2,4,0,4,7,8,0,6
303,0,0,1,2,4,0,7,8,8,0,1
303,0,0,1,2,4,0,7,7,6,0,8
303,0,0,0,2,4,0,8,8,6,0,4
303,0,0,1,2,4,0,6,9,8,0,10
303,0,1,1,2,4,1,7,8,8,0,6
303,0,0,0,2,4,0,6,9,7,0,1
303,0,0,1,2,4,0,5,8,6,0,6
303,0,0,1,2,4,0,6,8,7,0,8
303,0,0,1,2,4,0,7,7,NA,0,3
303,0,0,0,2,4,0,5,7,8,0,4
303,0,0,1,2,4,0,3,5,7,0,7
303,0,0,1,2,4,0,5,9,8,0,3
303,0,0,1,2,4,0,4,8,7,0,4
304,0,0,0,2,1,0,2,9,2,0,1
304,0,0,1,2,1,0,6,8,5,0,4
304,0,0,1,2,1,0,8,9,3,0,3
304,0,0,0,2,1,0,7,7,5,0,1
304,0,0,1,2,1,0,7,8,5,0,5
304,0,0,1,2,1,0,6,8,5,0,1
304,0,0,0,2,1,0,6,10,5,0,4
304,0,0,1,2,1,0,6,10,5,0,1
304,0,0,1,2,1,0,9,9,5,0,3
304,0,1,1,2,1,1,7,8,5,0,2
304,0,0,0,2,1,0,5,7,5,0,1
304,0,0,1,2,1,0,3,5,4,NA,2
304,0,0,1,2,1,0,5,7,5,0,8
304,0,0,1,2,1,0,5,6,5,NA,1
305,0,0,1,4,1,0,5,8,8,1,2
305,0,1,0,4,1,1,7,9,8,0,3
305,0,0,0,4,1,1,8,8,7,0,4
305,0,0,1,4,1,1,9,8,7,0,0
305,0,0,0,4,1,1,7,8,7,0,6
305,0,0,0,4,1,0,7,7,6,0,2
305,0,0,0,4,1,1,6,9,7,0,3
305,0,1,0,4,1,1,5,9,7,0,2
305,0,0,0,4,1,0,7,7,6,0,4
305,0,0,0,4,1,0,8,8,7,0,1
305,0,0,0,4,1,0,4,8,6,0,0
305,0,0,0,4,1,0,4,7,7,0,3
305,0,0,0,4,1,0,7,7,6,0,7
305,0,0,0,4,1,1,7,7,6,0,0
306,0,0,1,4,1,0,9,9,5,1,5
306,0,0,0,4,1,1,8,8,6,0,10
306,0,0,0,4,1,0,7,6,5,0,3
306,0,0,1,4,1,1,8,7,6,0,7
306,0,0,0,4,1,1,7,8,6,0,1
306,0,0,0,4,1,1,7,8,6,0,5
306,0,0,0,4,1,0,6,7,7,0,10
306,0,1,0,4,1,1,8,8,7,0,5
306,0,0,0,4,1,1,7,8,6,0,3
306,0,0,0,4,1,1,7,8,6,0,8
306,0,0,0,4,1,0,5,6,5,0,7
306,0,0,0,4,1,0,5,6,5,0,4
306,0,0,0,4,1,0,6,7,5,0,14
306,0,0,0,4,1,0,6,8,6,0,7
307,0,0,1,4,5,0,3,7,5,0,0
307,0,0,0,4,5,0,4,6,3,0,5
307,0,0,0,4,5,0,4,6,3,0,2
307,0,0,1,4,5,1,7.5,8,5,0,2
307,0,1,0,4,5,1,7,7.5,6,NA,4
307,0,0,0,4,5,1,8,9,7,0,0
307,0,0,0,4,5,0,4,8,4,0,5
307,0,0,0,4,5,0,6.5,8,5,0,0
307,0,1,0,4,5,1,NA,7,5,0,2
307,0,1,0,4,5,1,7,7,6,0,3
307,0,0,0,4,5,0,4,7,4,0,2
307,0,0,0,4,5,0,3,6,6,0,1
307,0,0,0,4,5,0,5,6,4,0,9
307,0,0,0,4,5,0,4,8,3,0,2
308,1,0,1,4,1,1,9,9,6,0,3
308,1,0,0,4,1,1,8,8,5,0,3
308,1,0,0,4,1,1,7,8,4,0,1
308,1,1,0,4,1,1,8,8,4,0,6
308,1,0,0,4,1,1,9,9,5,0,5
308,1,0,1,4,1,1,8,8,6,0,3
308,1,0,0,4,1,0,6,8,5,1,8
308,1,0,0,4,1,0,7,8,2,0,7
308,1,0,0,4,1,0,8,10,5,0,6
308,1,0,0,4,1,0,8,10,2,0,6
308,1,0,0,4,1,0,7,8,4,0,1
308,1,0,1,4,1,0,8,8,5,1,2
308,1,0,1,4,1,0,10,10,6,1,5
308,1,0,1,4,1,1,8,9,5,0,0
309,1,0,0,2,3,0,10,10,3,0,2
309,1,0,1,2,3,0,9,8,4,0,2
309,1,0,1,2,3,0,8,10,8,0,4
309,1,0,1,2,3,0,10,8,4,0,11
309,1,0,1,2,3,0,8,8,3,0,10
309,1,0,0,2,3,0,7,9,3,0,8
309,1,0,1,2,3,0,10,8,6,0,3
309,1,1,1,2,3,1,8,10,8,0,2
309,1,0,1,2,3,0,5,4,2,0,11
309,1,0,1,2,3,1,10,10,9,0,1
309,1,0,1,2,3,0,8,8,2,0,4
309,1,1,0,2,3,1,10,10,5,0,3
309,1,0,0,2,3,0,10,8,4,0,10
309,1,0,0,2,3,1,10,10,8,NA,5
310,1,0,0,2,1,0,7,8,6,0,5
310,1,0,1,2,1,0,6,7,5,0,5
310,1,0,1,2,1,0,6,8,5,0,3
310,1,1,1,2,1,1,9,7,7,0,4
310,1,0,1,2,1,0,7,7,5,0,3
310,1,0,0,2,1,0,6,6,4,NA,1
310,1,0,1,2,1,0,6,6,4,0,10
310,1,0,1,2,1,1,8,7,6,0,9
310,1,0,1,2,1,0,6,5,4,0,4
310,1,0,1,2,1,0,6,7,4,0,8
310,1,0,1,2,1,1,8,7,6,0,3
310,1,0,0,2,1,0,7,7,5,0,4
310,1,0,0,2,1,0,8,7,5,0,3
310,1,0,0,2,1,1,8,8,7,0,2
311,1,0,1,4,2,0,6,8,5,NA,1
311,1,0,0,4,2,0,4,5,6,0,1
311,1,0,0,4,2,0,5,7,7,0,1
311,1,0,0,4,2,1,7,5,6,0,8
311,1,0,0,4,2,0,5,6,4,0,7
311,1,0,1,4,2,0,5,6,10,0,5
311,1,0,0,4,2,0,4,5,4,0,6
311,1,1,0,4,2,1,6,7,10,NA,5
311,1,0,0,4,2,0,4,2,0,0,8
311,1,0,0,4,2,1,8,7,7,0,4
311,1,0,0,4,2,1,7,4,9,0,1
311,1,0,1,4,2,0,5,6,10,0,0
311,1,0,1,4,2,0,6,5,8,0,7
311,1,0,1,4,2,0,5,6,8,0,2
312,1,0,0,2,2,1,8,8,7,0,7
312,1,0,1,2,2,0,5,6,5,0,7
312,1,0,1,2,2,0,3,7,5,0,5
312,1,0,1,2,2,0,7,5,6,0,2
312,1,0,1,2,2,0,5,7,6,0,1
312,1,0,0,2,2,0,5,8,7,0,1
312,1,0,1,2,2,0,4,6,5,0,12
312,1,0,1,2,2,0,6,8,3,0,11
312,1,0,1,2,2,0,6,4,10,0,2
312,1,0,1,2,2,1,9,8,6,0,10
312,1,0,1,2,2,0,6,6,6,0,5
312,1,0,0,2,2,0,5,8,5,0,6
312,1,0,0,2,2,0,7,6,6,0,1
312,1,1,0,2,2,1,7,8,7,0,4
313,1,0,0,2,1,0,6,6,7,0,3
313,1,0,1,2,1,0,5,8,7,0,3
313,1,0,1,2,1,0,3,9,6,0,1
313,1,0,1,2,1,1,6,6,8,0,6
313,1,0,1,2,1,0,4,7,7,0,5
313,1,0,0,2,1,0,4,7,4,0,3
313,1,0,1,2,1,0,3,7,7,0,8
313,1,0,1,2,1,0,5,9,8,0,7
313,1,0,1,2,1,0,3,4,7,0,6
313,1,1,1,2,1,1,7,9,6,0,6
313,1,0,1,2,1,0,6,7,7,0,1
313,1,0,0,2,1,0,6,7,5,0,2
313,1,0,0,2,1,0,4,6,5,0,5
313,1,0,0,2,1,0,5,9,7,0,0
314,1,0,0,6,2,1,7,6,6,0,2
314,1,0,0,6,2,0,4,5,6,0,2
314,1,0,0,6,2,0,4,6,6,0,4
314,1,0,0,6,2,1,5,6,5,0,11
314,1,0,0,6,2,0,4,5,4,0,10
314,1,0,0,6,2,0,6,5,5,0,8
314,1,0,0,6,2,0,5,7,4,0,3
314,1,0,0,6,2,1,7,7,6,0,2
314,1,0,0,6,2,0,7,6,5,0,11
314,1,0,0,6,2,1,6,7,6,0,1
314,1,0,0,6,2,0,5,5,5,0,4
314,1,0,0,6,2,0,6,6,6,0,3
314,1,0,0,6,2,1,9,7,7,0,10
314,1,0,0,6,2,1,7,7,6,0,5
315,1,0,0,2,3,1,9,10,5,0,3
315,1,0,1,2,3,1,7,9,4,0,3
315,1,0,1,2,3,0,7,8,3,NA,1
315,1,0,1,2,3,0,6,8,4,0,6
315,1,0,1,2,3,1,8,9,5,0,5
315,1,0,0,2,3,1,7,9,5,0,3
315,1,0,1,2,3,0,5,9,6,0,8
315,1,0,1,2,3,0,5,8,3,0,7
315,1,0,1,2,3,0,2,6,1,0,6
315,1,0,1,2,3,0,7,7,4,0,6
315,1,0,1,2,3,0,7,8,4,0,1
315,1,1,0,2,3,1,9,8,6,0,2
315,1,1,0,2,3,1,8,9,6,0,5
315,1,0,0,2,3,1,10,10,7,0,0
316,1,1,0,2,2,1,7,9,6,0,5
316,1,0,1,2,2,0,5,6,3,0,5
316,1,1,1,2,2,1,6,8,6,0,3
316,1,1,1,2,2,1,7,6,5,0,4
316,1,0,1,2,2,0,5,5,3,0,3
316,1,1,0,2,2,1,5,7,7,0,1
316,1,1,1,2,2,1,6,8,7,0,10
316,1,0,1,2,2,0,5,8,2,0,9
316,1,0,1,2,2,0,4,6,5,0,4
316,1,0,1,2,2,0,6,6,4,0,8
316,1,0,1,2,2,1,8,8,5,0,3
316,1,0,0,2,2,0,5,5,2,0,4
316,1,0,0,2,2,0,6,5,2,0,3
316,1,1,0,2,2,1,7,7,3,0,2
317,1,0,0,2,1,1,8,9,7,0,0
317,1,0,1,2,1,0,4,7,6,0,0
317,1,1,1,2,1,1,5,9,7,0,2
317,1,0,1,2,1,0,8,6,5,0,9
317,1,0,1,2,1,0,4,7,7,0,8
317,1,0,0,2,1,0,5,8,8,0,6
317,1,0,1,2,1,0,4,8,6,0,5
317,1,0,1,2,1,0,4,10,8,NA,4
317,1,0,1,2,1,0,4,8,7,0,9
317,1,0,1,2,1,1,7,9,7,0,3
317,1,1,1,2,1,1,8,8,6,0,2
317,1,0,0,2,1,1,8,9,9,0,1
317,1,0,0,2,1,0,7,7,7,0,8
317,1,1,0,2,1,1,7,7,7,0,3
318,1,0,0,6,2,1,6,7,3,0,1
318,1,0,0,6,2,0,6,6,1,0,1
318,1,0,0,6,2,1,4,7,1,0,1
318,1,0,0,6,2,1,7,6,1,0,8
318,1,0,0,6,2,1,5,7,1,0,7
318,1,0,0,6,2,1,4,8,1,0,5
318,1,0,0,6,2,1,7,7,1,0,6
318,1,0,0,6,2,0,7,7,1,0,5
318,1,0,0,6,2,0,4,5,1,0,8
318,1,0,0,6,2,1,6,5,1,0,4
318,1,0,0,6,2,0,5,5,1,0,1
318,1,0,0,6,2,0,5,5,2,0,0
318,1,0,0,6,2,0,4,5,3,0,7
318,1,0,0,6,2,0,6,7,2,0,2
319,1,0,0,2,6,1,10,9,7,0,4
319,1,0,1,2,6,0,6,7,6,0,4
319,1,1,1,2,6,1,6,7,7,0,2
319,1,1,1,2,6,1,9,7,9,0,5
319,1,0,1,2,6,0,7,8,7,NA,4
319,1,0,0,2,6,1,7,8,8,0,2
319,1,1,1,2,6,1,6,9,7,0,9
319,1,0,1,2,6,0,5,7,5,0,8
319,1,0,1,2,6,0,7,7,5,0,5
319,1,0,1,2,6,1,9,8,5,0,7
319,1,0,1,2,6,0,6,6,7,0,2
319,1,0,0,2,6,0,6,6,7,0,3
319,1,0,0,2,6,0,8,7,7,0,4
319,1,0,0,2,6,1,9,7,6,0,1
320,1,0,0,2,4,1,10,10,5,0,6
320,1,0,1,2,4,0,5,7,2,0,6
320,1,0,1,2,4,0,5,8,1,0,8
320,1,0,1,2,4,0,6,7,1,0,15
320,1,0,1,2,4,0,6,7,NA,NA,14
320,1,0,0,2,4,0,6,8,1,0,12
320,1,0,1,2,4,0,9,5,1,0,1
320,1,0,1,2,4,0,7,9,1,0,2
320,1,0,1,2,4,0,5,6,5,0,15
320,1,0,1,2,4,0,7,7,2,0,3
320,1,0,1,2,4,0,5,6,3,0,8
320,1,0,0,2,4,0,8,9,1,0,7
320,1,0,0,2,4,0,6,4,1,0,14
320,1,0,0,2,4,0,6,8,2,0,9
321,1,0,0,2,1,0,7,7,5,0,1
321,1,0,1,2,1,0,4,6,5,0,1
321,1,0,1,2,1,0,4,7,5,0,1
321,1,0,1,2,1,0,6,7,5,0,8
321,1,0,1,2,1,0,4,7,5,0,7
321,1,0,0,2,1,0,6,7,5,0,5
321,1,0,1,2,1,0,4,7,5,0,6
321,1,0,1,2,1,0,6,8,5,0,5
321,1,0,1,2,1,0,6,7,5,0,8
321,1,0,1,2,1,0,5,7,5,0,4
321,1,0,1,2,1,0,4,6,5,0,1
321,1,0,0,2,1,0,4,7,5,0,0
321,1,0,0,2,1,0,4,7,5,0,7
321,1,0,0,2,1,0,6,7,5,0,2
322,0,0,1,4,2,0,8,10,5,1,4
322,0,0,0,4,2,1,10,10,5,0,11
322,0,0,1,4,2,0,8,10,5,0,5
322,0,0,0,4,2,0,5,10,2,0,10
322,0,0,0,4,2,0,8,10,5,0,9
322,0,1,0,4,2,1,8,10,5,0,6
322,0,0,0,4,2,0,5,10,2,0,7
322,0,1,0,4,2,1,10,10,5,0,NA
322,0,0,0,4,2,1,8,10,5,0,NA
323,0,1,1,4,2,1,6,8,7,0,5
323,0,1,0,4,2,1,8,8,5,0,2
323,0,0,1,4,2,1,8,8,5,0,4
323,0,0,0,4,2,0,NA,NA,NA,NA,1
323,0,0,0,4,2,0,6,7,5,0,0
323,0,0,0,4,2,0,6,7,5,0,3
323,0,0,0,4,2,0,6,7,5,0,2
323,0,1,0,4,2,1,7,7,6,0,NA
323,0,0,0,4,2,0,NA,NA,NA,NA,NA
324,0,1,0,2,1,1,1,10,5,0,7
324,0,0,1,2,1,1,3,7,4,0,0
324,0,0,0,2,1,1,2,8,3,0,6
324,0,1,1,2,1,1,1,10,6,0,1
324,0,1,0,2,1,1,3,8,8,0,2
324,0,0,1,2,1,1,1,9,6,0,5
324,0,0,0,2,1,1,1,9,4,0,4
324,0,0,0,2,1,1,3,9,8,0,NA
324,0,1,0,2,1,1,8,9,9,0,NA
325,0,0,0,3,2,1,5,8,5,0,0
325,0,0,0,3,2,1,7,7,5,0,7
325,0,0,0,3,2,1,7,7,5,0,1
325,0,0,0,3,2,1,8,8,5,0,6
325,0,0,1,3,2,1,6,6,4,0,5
325,0,1,0,3,2,1,6,8,5,0,2
325,0,1,0,3,2,1,5,7,4,0,3
325,0,1,0,3,2,1,7,7,5,0,NA
325,0,0,0,3,2,1,7,6,4,0,NA
326,0,0,0,1,2,1,7,8,9,0,6
326,0,0,0,1,2,1,9,9,6,0,13
326,0,0,0,1,2,1,8,9,8,0,7
326,0,0,0,1,2,1,7,10,6,0,12
326,0,0,0,1,2,1,7,9,8,0,11
326,0,1,0,1,2,1,8,9,8,0,8
326,0,1,0,1,2,1,7,9,7,0,9
326,0,0,0,1,2,1,9,8,9,0,NA
326,0,0,0,1,2,1,8,9,6,0,NA
327,0,0,0,2,2,0,5,8,1,0,1
327,0,0,1,2,2,0,8,8,1,0,6
327,0,0,0,2,2,0,8,8,5,0,0
327,0,0,1,2,2,0,8,8,1,0,5
327,0,0,0,2,2,0,8,8,1,0,4
327,0,0,1,2,2,0,8,8,3,0,1
327,0,0,0,2,2,0,8,8,3,0,2
327,0,0,0,2,2,0,8,8,3,0,NA
327,0,0,0,2,2,0,8,7,1,0,NA
328,0,0,0,2,2,0,6,8,4,0,0
328,0,0,1,2,2,1,8,8,7,0,7
328,0,0,0,2,2,0,8,8,5,0,1
328,0,0,1,2,2,1,8,8,7,0,6
328,0,0,0,2,2,0,6,8,6,0,5
328,0,0,1,2,2,0,7,8,7,0,2
328,0,0,0,2,2,0,5,7,5,0,3
328,0,1,0,2,2,1,9,8,6,0,NA
328,0,0,0,2,2,1,6,7,5,0,NA
329,0,0,0,2,6,0,6,7,3,0,1
329,0,0,1,2,6,0,7,8,3,0,6
329,0,0,0,2,6,0,8,8,5,0,0
329,0,0,1,2,6,1,6,8,5,0,5
329,0,0,0,2,6,1,7,9,6,0,4
329,0,0,1,2,6,0,6,8,4,0,1
329,0,0,0,2,6,0,3,8,2,0,2
329,0,0,0,2,6,0,5,7,3,0,NA
329,0,0,0,2,6,0,8,7,1,0,NA
330,0,0,1,4,1,0,3,8,8,0,8
330,0,1,0,4,1,1,8,9,10,0,1
330,0,0,1,4,1,0,6,6,6,0,7
330,0,0,0,4,1,0,6,9,9,0,2
330,0,0,0,4,1,0,4,8,8,0,3
330,0,0,0,4,1,0,4,8,7,0,6
330,0,0,0,4,1,0,4,8,9,0,5
330,0,0,0,4,1,0,5,6,8,0,NA
330,0,0,0,4,1,1,9,8,9,0,NA
331,0,0,0,2,1,0,4,8,5,0,4
331,0,0,1,2,1,1,10,5,7,0,11
331,0,0,0,2,1,1,10,7,7,0,5
331,0,0,1,2,1,1,7,7,7,0,10
331,0,0,0,2,1,0,6,7,5,0,9
331,0,0,1,2,1,0,5,7,7,0,6
331,0,0,0,2,1,0,4,7,2,0,7
331,0,0,0,2,1,1,7,7,7,0,NA
331,0,0,0,2,1,1,8,7,6,0,NA
332,1,0,1,4,3,0,7,7,1,1,4
332,1,1,1,4,3,1,8,9,7,0,5
332,1,1,0,4,3,1,10,9,10,0,7
332,1,0,0,4,3,0,5,9,5,0,0
332,1,0,0,4,3,0,6,9,2,0,6
332,1,0,0,4,3,1,9,10,10,0,1
332,1,0,0,4,3,1,10,9,10,0,0
332,1,0,0,4,3,0,4,8,1,0,1
332,1,0,1,4,3,0,7,8,5,0,8
332,1,0,0,4,3,0,4,8,1,0,4
333,1,0,0,2,1,0,6,7,5,0,11
333,1,1,0,2,1,1,8,7,6,0,2
333,1,0,1,2,1,0,7,7,7,0,0
333,1,0,0,2,1,0,5,7,6,0,7
333,1,0,0,2,1,0,4,5,5,0,13
333,1,0,1,2,1,1,7,7,7,0,6
333,1,0,1,2,1,0,6,7,5,0,7
333,1,0,1,2,1,0,4,6,6,0,6
333,1,1,0,2,1,1,9,7,9,0,1
333,1,0,1,2,1,0,3,3,3,0,11
334,1,0,1,4,1,0,6,6,7,0,5
334,1,0,1,4,1,0,8,7,7,0,4
334,1,0,0,4,1,0,6,6,7,0,6
334,1,0,0,4,1,0,7,8,8,0,1
334,1,0,0,4,1,0,6,8,7,0,7
334,1,0,0,4,1,1,9,7,6,0,0
334,1,0,0,4,1,1,8,8,7,0,1
334,1,0,0,4,1,0,6,7,6,0,0
334,1,0,1,4,1,1,8,8,8,0,7
334,1,0,0,4,1,0,5,7,8,0,5
335,1,0,0,2,1,0,5,4,1,0,10
335,1,0,0,2,1,1,8,8,6,0,1
335,1,1,1,2,1,1,6,7,5,0,1
335,1,0,0,2,1,0,4,5,4,0,6
335,1,0,0,2,1,0,4,6,1,0,12
335,1,0,1,2,1,1,7,7,5,0,5
335,1,0,1,2,1,0,5,6,4,0,6
335,1,0,1,2,1,0,5,5,6,0,5
335,1,0,0,2,1,1,8,8,5,0,2
335,1,0,1,2,1,0,3,4,1,0,10
336,1,0,0,3,1,0,6,8,1,0,9
336,1,0,0,3,1,0,6,4,1,0,0
336,1,1,0,3,1,1,7,6,3,0,2
336,1,0,1,3,1,0,6,8,3,0,5
336,1,0,0,3,1,0,4,7,4,0,11
336,1,0,0,3,1,1,8,7,4,0,4
