"gender","field","level","sentiment","intention","left","month"
"F","Sales/Marketing","Low",7,6,0,12
"F","Finance","Low",8,7,0,12
"M","Finance","Medium",4,7,1,5
"F","Finance","Low",6,2,0,12
"F","Finance","Low",7,2,1,11
"M","Sales/Marketing","Medium",7,4,0,12
"M","Education and Training","Medium",8,2,0,12
"M","Education and Training","Low",10,1,0,12
"M","Education and Training","Medium",7,6,0,12
"M","Sales/Marketing","Low",10,1,0,12
"M","Education and Training","High",8,1,1,4
"M","Finance","Low",7,2,0,12
"M","Sales/Marketing","High",7,10,1,1
"M","Finance","Low",8,2,0,12
"M","Education and Training","Low",7,4,0,1
"M","Education and Training","High",10,6,1,6
"M","Finance","Low",10,1,0,12
"F","Sales/Marketing","Low",7,4,0,12
"M","Finance","High",8,7,1,9
"M","Education and Training","Low",4,1,1,10
"M","Finance","Medium",8,6,1,2
"M","Finance","Low",8,1,1,12
"M","Health","Medium",8,2,0,11
"M","Public/Government","Low",4,2,0,12
"F","Finance","Low",7,6,1,9
"F","Finance","Low",4,6,0,6
"M","Education and Training","Medium",10,4,1,4
"F","Finance","Low",10,7,1,10
"M","Finance","Low",8,4,0,12
"M","Health","Medium",7,6,0,12
"M","Education and Training","Low",6,6,0,12
"F","Sales/Marketing","Medium",10,2,0,12
"M","Education and Training","High",10,6,0,11
"M","Education and Training","Low",6,2,1,4
"M","Education and Training","Low",10,1,0,12
"F","Sales/Marketing","Low",8,6,1,4
"F","Education and Training","Low",8,2,1,11
"M","Education and Training","Medium",7,7,0,12
"M","Education and Training","Low",7,4,1,9
"M","Finance","Low",10,4,1,6
"M","Finance","High",10,1,0,12
"M","Finance","Low",8,6,0,12
"M","Sales/Marketing","Low",7,2,1,8
"M","Finance","Low",4,4,0,12
"M","Education and Training","Low",8,4,0,12
"M","Finance","High",7,4,1,7
"F","Sales/Marketing","Low",10,4,1,7
"F","Education and Training","Low",10,1,1,7
"M","Education and Training","Low",7,4,0,12
"F","Public/Government","Medium",7,6,0,12
"M","Finance","Low",10,1,0,12
"M","Education and Training","Low",6,7,0,12
"M","Public/Government","Low",8,6,1,3
"M","Finance","High",8,4,0,12
"M","Finance","Low",10,1,1,9
"M","Finance","Medium",8,4,1,4
"M","Finance","Low",7,1,0,12
"M","Finance","Medium",7,4,0,12
"F","Public/Government","Low",7,2,1,8
"F","Finance","Low",4,2,0,12
"M","Public/Government","Medium",7,4,1,11
"M","Education and Training","Low",1,10,0,12
"M","Education and Training","Low",10,4,1,6
"M","Sales/Marketing","High",8,1,0,12
"M","Public/Government","Low",6,4,1,3
"F","Public/Government","Low",6,4,0,12
"M","Education and Training","Medium",7,2,1,7
"F","Finance","Low",7,7,0,12
"M","Health","High",7,4,0,12
"M","Health","Low",8,1,0,12
"F","Finance","Low",7,6,1,8
"M","Education and Training","Low",7,4,1,11
"M","Finance","Low",7,7,1,3
"F","Education and Training","Low",4,10,1,8
"F","Finance","Low",7,6,0,12
"M","Law","Low",8,7,1,5
"M","Education and Training","Low",7,7,0,12
"M","Finance","Low",6,8,0,12
"M","Finance","Low",8,4,1,9
"F","Public/Government","Low",7,4,0,8
"F","Finance","High",7,4,0,12
"M","Public/Government","Low",7,2,1,11
"M","Education and Training","Low",6,7,0,12
"M","Finance","Low",8,2,0,11
"M","Finance","High",10,2,0,12
"M","Sales/Marketing","Low",8,4,0,12
"M","Finance","Low",8,4,0,12
"M","Public/Government","Low",8,6,0,12
"M","Law","High",10,1,0,12
"M","Finance","Low",8,6,1,3
"F","Public/Government","Medium",7,6,1,9
"M","Education and Training","Low",7,1,0,1
"M","Finance","Medium",10,1,1,8
"F","Public/Government","High",4,4,0,12
"M","Finance","Medium",7,4,1,10
"M","Education and Training","Low",2,7,1,3
"F","Sales/Marketing","Low",6,6,0,5
"M","Sales/Marketing","Low",7,2,1,5
"M","Health","Low",8,2,1,6
"M","Finance","High",4,10,1,3
"M","Education and Training","Low",8,1,0,12
"M","Sales/Marketing","High",10,1,0,12
"F","Health","Low",4,6,0,4
"M","Public/Government","Low",7,4,0,12
"F","Sales/Marketing","Low",7,1,0,12
"M","Sales/Marketing","Low",10,1,0,12
"M","Public/Government","Low",7,4,1,7
"M","Finance","Medium",6,6,0,12
"M","Sales/Marketing","Low",10,2,0,12
"M","Sales/Marketing","Low",8,6,1,6
"M","Finance","Low",7,1,0,12
"M","Education and Training","Medium",10,2,0,12
"M","Public/Government","Medium",10,2,1,6
"F","Education and Training","High",7,1,0,12
"M","Finance","Low",8,7,0,12
"F","Education and Training","Medium",8,4,1,4
"F","Sales/Marketing","Low",8,1,0,12
"M","Education and Training","High",8,2,0,12
"M","Law","Low",8,2,0,12
"F","Finance","Low",10,1,1,9
"M","Education and Training","Low",7,7,0,12
"M","Finance","High",7,4,0,12
"M","Education and Training","Low",10,1,0,12
"M","Education and Training","Low",10,2,0,12
"F","Public/Government","Low",8,2,1,4
"M","Education and Training","Low",7,4,0,12
"M","Education and Training","Low",10,1,0,12
"M","Finance","Low",6,6,1,6
"M","Sales/Marketing","Low",7,4,1,8
"F","Finance","Medium",10,1,0,12
"M","Finance","Low",10,1,0,12
"M","Sales/Marketing","Low",8,2,0,9
"M","Education and Training","Medium",8,4,1,9
"M","Sales/Marketing","Low",1,10,1,5
"F","Education and Training","Low",8,1,0,12
"M","Finance","Low",8,4,0,12
"M","Finance","Low",8,2,0,12
"M","Finance","Low",8,6,1,4
"M","Education and Training","Low",10,1,1,3
"M","Sales/Marketing","Low",10,2,1,8
"M","Finance","Low",6,6,0,6
"M","Public/Government","Low",6,6,1,5
"F","Finance","Low",8,1,0,12
"M","Finance","Medium",7,6,1,11
"M","Finance","High",10,1,0,12
"M","Education and Training","High",8,10,1,2
"M","Finance","Low",8,4,0,5
"M","Sales/Marketing","Low",7,2,1,6
"M","Sales/Marketing","Low",10,7,1,3
"M","Education and Training","Low",6,2,0,12
"F","Education and Training","Low",10,1,0,8
"M","Education and Training","Medium",8,1,0,12
"M","Education and Training","Low",10,1,0,12
"M","Public/Government","Low",6,10,1,5
"F","Finance","Low",7,6,1,4
"M","Finance","Low",8,1,0,12
"M","Finance","Medium",7,8,1,9
"F","Finance","Medium",10,2,1,6
"F","Finance","Medium",7,6,1,7
"M","Finance","Medium",7,6,0,12
"M","Education and Training","Low",8,2,0,12
"F","Finance","Low",4,4,1,8
"F","Education and Training","Low",8,6,0,12
"M","Education and Training","Low",8,2,0,12
"M","Public/Government","Low",7,2,0,12
"F","Finance","Low",10,4,0,12
"F","Education and Training","Low",4,6,1,12
"F","Finance","Medium",4,6,1,8
"F","Finance","Medium",8,4,0,12
"M","Finance","Low",8,4,1,4
"M","Finance","Low",7,2,0,12
"M","Education and Training","Low",7,4,1,9
"M","Education and Training","Medium",2,10,1,6
"F","Finance","High",7,4,1,4
"M","Education and Training","High",8,6,0,12
"M","Education and Training","Low",8,2,0,12
"F","Sales/Marketing","Low",4,8,1,11
"M","Education and Training","Low",10,4,1,8
"F","Finance","Medium",10,4,1,5
"M","Finance","High",10,1,0,12
"M","Education and Training","High",10,1,0,12
"M","Public/Government","Low",4,6,0,12
"F","Finance","Low",10,1,0,12
"F","Education and Training","High",7,6,1,4
"F","Finance","High",10,2,0,12
"M","Finance","High",10,1,0,12
"F","Finance","Low",7,1,0,12
"F","Education and Training","High",7,8,1,7
"F","Public/Government","Medium",4,8,0,12
"M","Education and Training","Low",6,6,0,12
"M","Education and Training","Medium",8,1,0,11
"M","Finance","Medium",4,8,1,6
"F","Education and Training","High",10,2,0,12
"M","Finance","Low",7,1,0,4
"M","Finance","High",10,1,1,11
"M","Finance","Low",10,4,0,12
"F","Education and Training","Low",7,1,0,12
"M","Education and Training","Low",10,2,1,7
"M","Finance","Low",8,7,1,6
"M","Education and Training","Low",7,2,1,9
"M","Sales/Marketing","Low",7,4,0,12
"M","Public/Government","Low",7,6,0,12
"M","Education and Training","Low",7,2,0,12
"M","Education and Training","Low",10,1,0,12
"M","Sales/Marketing","Medium",8,8,1,9
"M","Finance","Medium",10,2,0,12
"M","Education and Training","Medium",8,6,0,12
"M","Sales/Marketing","Low",8,1,1,3
"F","Education and Training","Low",6,6,1,2
"M","Education and Training","Low",10,4,0,12
"M","Public/Government","Low",10,1,0,12
"F","Sales/Marketing","Medium",10,4,0,12
"F","Law","Medium",6,7,1,11
"M","Education and Training","Low",8,6,1,5
"F","Finance","Low",8,2,1,8
"F","Finance","Low",10,2,0,12
"M","Sales/Marketing","Low",8,2,0,12
"M","Finance","Low",8,2,0,5
"F","Education and Training","High",7,4,1,2
"M","Education and Training","Low",10,2,0,12
"F","Education and Training","High",7,6,1,6
"M","Public/Government","High",8,4,1,8
"F","Public/Government","Medium",8,4,0,6
"F","Public/Government","Low",8,7,1,6
"F","Education and Training","High",7,4,0,5
"M","Law","Medium",7,6,0,12
"M","Sales/Marketing","Medium",10,2,0,12
"F","Public/Government","Low",8,2,0,12
"M","Public/Government","Low",7,2,0,12
"M","Education and Training","Low",8,1,0,12
"M","Education and Training","High",8,4,1,4
"M","Education and Training","Medium",8,1,0,12
"M","Law","Medium",8,1,0,12
"F","Education and Training","Low",7,8,1,1
"M","Public/Government","Low",8,4,0,12
"F","Education and Training","Low",10,4,1,5
"M","Education and Training","Low",7,2,0,12
"F","Finance","Low",4,4,0,12
"M","Finance","Medium",8,6,1,2
"M","Finance","Medium",8,8,1,4
"M","Finance","Low",8,2,1,7
"F","Education and Training","Low",2,7,0,3
"M","Education and Training","Low",10,4,0,12
"M","Health","Low",7,2,0,12
"M","Public/Government","Low",10,2,0,1
"F","Finance","Low",4,4,1,9
"F","Sales/Marketing","Low",7,4,1,2
"F","Finance","Low",8,8,0,7
"F","Health","Low",8,6,0,12
"M","Education and Training","Low",8,2,0,12
"M","Health","Low",7,7,0,12
"M","Finance","Low",8,4,0,12
"M","Public/Government","Low",8,2,1,3
"M","Sales/Marketing","Low",8,7,0,12
"M","Finance","Medium",10,4,0,12
"M","Public/Government","Low",8,4,1,3
"M","Finance","Low",7,6,1,11
"M","Public/Government","Low",7,2,0,12
"M","Public/Government","Low",10,6,0,12
"M","Education and Training","Medium",7,7,0,12
"M","Public/Government","Low",4,10,1,7
"M","Sales/Marketing","Low",10,1,0,12
"F","Education and Training","Medium",8,4,0,12
"F","Education and Training","Low",7,6,0,12
"M","Education and Training","Low",10,1,0,12
"M","Education and Training","Low",7,7,1,9
"M","Finance","Medium",7,4,1,4
"F","Law","Low",6,6,1,9
"F","Public/Government","Low",7,4,1,5
"M","Public/Government","High",10,2,1,8
"M","Education and Training","Medium",8,4,0,12
"M","Finance","Low",4,4,1,1
"M","Public/Government","Low",8,6,1,8
"M","Finance","Low",7,2,0,12
"M","Education and Training","Medium",8,1,0,12
"M","Health","Low",8,2,1,1
"M","Education and Training","High",10,4,0,2
"M","Public/Government","High",10,7,0,12
"M","Education and Training","Low",8,2,0,12
"M","Education and Training","Low",7,2,0,12
"M","Public/Government","Low",8,1,0,12
"F","Education and Training","Low",10,4,0,12
"M","Education and Training","Low",10,1,0,12
"M","Finance","Low",7,8,1,6
"M","Health","High",6,2,0,12
"M","Finance","Low",10,2,0,12
"M","Finance","Medium",4,7,1,5
"F","Law","Low",8,4,1,11
"M","Education and Training","High",8,4,0,12
"F","Finance","Low",8,2,0,12
"F","Education and Training","Low",10,2,0,12
"M","Education and Training","High",10,6,1,6
"M","Sales/Marketing","Medium",8,2,0,7
"M","Sales/Marketing","Low",8,6,1,8
"M","Sales/Marketing","Low",8,6,0,5
"M","Public/Government","Low",10,1,0,12
"M","Finance","Low",7,1,0,12
"M","Finance","Medium",8,4,1,8
"M","Education and Training","Low",7,7,1,6
"M","Education and Training","Low",4,8,1,6
"M","Finance","Medium",8,4,0,1
"M","Sales/Marketing","Low",8,10,1,2
"F","Education and Training","Low",8,4,0,12
"M","Education and Training","Low",10,10,1,4
"M","Finance","Low",10,10,0,12
"F","Finance","Low",7,4,0,12
"M","Finance","Low",4,6,1,4
"M","Finance","Medium",7,4,1,4
"M","Education and Training","Low",10,2,1,10
"M","Finance","Low",8,2,0,12
"M","Education and Training","Low",7,2,1,9
"F","Education and Training","Low",7,2,1,11
"M","Education and Training","Low",7,2,1,11
"M","Finance","Low",8,6,0,12
"M","Health","Low",10,2,1,4
"M","Finance","Low",7,1,0,12
"M","Education and Training","Medium",2,8,1,11
"M","Education and Training","Low",8,2,1,6
"M","Education and Training","Low",8,2,0,12
"M","Finance","Low",8,7,0,12
"M","Education and Training","High",8,4,0,12
"M","Public/Government","Low",10,1,0,12
"M","Finance","High",10,1,0,12
"M","Finance","High",7,6,1,8
"M","Finance","Low",8,2,1,3
"M","Finance","Low",8,2,0,12
"M","Public/Government","Low",10,1,0,7
"M","Education and Training","Low",8,2,0,12
"M","Public/Government","Low",8,1,0,12
"M","Education and Training","Low",8,2,0,5
"M","Finance","Medium",7,2,1,8
"F","Finance","Medium",8,1,0,10
"F","Education and Training","Low",10,2,0,12
"F","Education and Training","Medium",7,10,1,11
"M","Finance","Medium",8,4,0,12
"F","Law","Low",4,6,0,8
"F","Finance","Low",4,6,1,10
"F","Public/Government","Low",8,2,0,1
"F","Law","Low",7,2,0,6
"F","Education and Training","Low",10,2,1,11
"M","Law","Low",8,1,0,12
"M","Education and Training","Medium",4,7,1,4
"F","Education and Training","Low",7,4,0,12
"M","Education and Training","High",8,2,0,12
"M","Education and Training","Low",7,2,0,12
"F","Finance","Low",8,4,0,1
"F","Education and Training","Low",4,1,0,12
"M","Public/Government","Medium",10,2,0,5
"M","Education and Training","Medium",10,4,0,12
"M","Education and Training","High",8,2,1,8
"F","Sales/Marketing","Medium",10,6,1,4
"F","Education and Training","Low",8,4,0,12
"F","Education and Training","High",10,4,0,12
"M","Education and Training","Medium",8,10,1,2
"M","Public/Government","Low",6,4,1,5
"M","Health","Medium",8,2,1,11
"M","Health","Low",8,1,1,6
"M","Public/Government","High",10,1,0,12
"M","Education and Training","Medium",6,4,0,12
"F","Education and Training","Low",6,4,0,4
"F","Education and Training","Low",10,2,1,10
"M","Public/Government","High",7,2,0,12
"F","Education and Training","Low",10,1,0,12
"M","Public/Government","Low",8,2,0,12
"F","Education and Training","Medium",8,8,0,12
"M","Finance","Low",4,4,0,12
"F","Public/Government","Low",8,2,0,12
"F","Finance","Low",7,10,1,10
"M","Finance","Medium",8,7,0,12
"F","Finance","High",8,4,1,5
"M","Public/Government","High",10,2,0,12
"F","Finance","Medium",4,8,0,1
"M","Education and Training","Medium",10,6,0,12
"F","Education and Training","Medium",10,6,1,7
"F","Law","Low",2,10,1,2
"M","Public/Government","Low",10,1,0,12
"M","Education and Training","Medium",10,1,0,7
"M","Finance","Low",7,1,0,7
"M","Education and Training","Low",7,7,1,5
"M","Law","Low",2,6,0,12
"F","Sales/Marketing","Medium",6,7,0,12
"M","Finance","Low",7,1,0,12
"M","Education and Training","High",10,2,1,4
"M","Education and Training","Low",10,1,0,12
"F","Education and Training","High",10,6,0,12
"F","Education and Training","Low",8,6,1,6
"M","Finance","Low",7,10,1,3
"M","Education and Training","Low",7,4,0,8
"M","Public/Government","High",7,2,1,11
"M","Education and Training","Low",10,1,0,12
"F","Public/Government","Medium",7,4,1,6
"M","Finance","Medium",10,6,0,12
"M","Education and Training","Low",8,1,0,11
"F","Finance","Low",8,2,1,11
"M","Finance","Low",1,6,0,8
"F","Finance","Low",7,6,1,9
"M","Public/Government","High",8,1,0,12
"M","Sales/Marketing","Low",8,1,0,12
"M","Education and Training","Medium",7,4,1,8
"M","Public/Government","High",10,8,1,2
"M","Finance","Low",7,4,1,5
"M","Education and Training","Medium",8,4,1,9
"M","Finance","Low",10,1,0,12
"F","Education and Training","Low",8,4,0,12
"F","Education and Training","Low",8,2,0,12
"M","Health","Low",10,4,1,8
"M","Finance","Low",4,2,0,12
"M","Finance","High",7,4,1,9
"M","Finance","Low",10,1,0,12
"M","Public/Government","Low",8,1,0,12
"M","Education and Training","Low",2,2,0,12
"F","Law","Low",10,6,0,12
"M","Health","Low",2,8,0,12
"F","Education and Training","Low",8,4,1,6
"M","Sales/Marketing","Low",8,6,1,7
"F","Education and Training","Medium",7,4,1,11
"M","Sales/Marketing","Low",6,6,0,12
"M","Public/Government","Low",7,4,0,12
"F","Finance","Low",8,2,1,2
"F","Finance","Low",7,2,1,9
"F","Education and Training","Medium",8,8,1,8
"M","Education and Training","Low",10,10,0,5
"M","Public/Government","Low",8,2,0,12
"M","Sales/Marketing","Medium",8,4,0,2
"F","Sales/Marketing","Low",7,1,1,11
"M","Education and Training","Low",7,4,0,12
"M","Education and Training","Medium",8,4,0,12
"F","Finance","High",7,7,1,12
"M","Education and Training","Low",7,4,1,11
"M","Education and Training","High",8,2,1,6
"F","Education and Training","Low",7,7,0,12
"F","Sales/Marketing","Medium",7,1,0,12
"M","Education and Training","Low",8,1,0,5
"M","Education and Training","High",7,2,0,12
"M","Health","Low",4,1,0,12
"M","Education and Training","Low",10,1,1,9
"M","Sales/Marketing","Medium",10,1,1,6
"M","Public/Government","Medium",8,4,0,12
"F","Education and Training","Low",8,2,0,12
"M","Education and Training","Low",4,8,1,5
"M","Finance","High",8,4,0,12
"M","Education and Training","Low",7,2,1,3
"M","Finance","Medium",7,4,1,10
"M","Education and Training","Low",7,4,0,12
"F","Finance","Medium",7,10,1,11
"M","Education and Training","Medium",10,1,0,6
"M","Finance","Medium",4,6,0,12
"M","Public/Government","Low",10,2,0,8
"M","Public/Government","Low",4,10,0,12
"F","Finance","Low",10,2,0,12
"M","Education and Training","Medium",8,8,1,4
"M","Education and Training","High",7,1,0,12
"M","Education and Training","Low",8,2,0,12
"M","Sales/Marketing","Medium",8,8,0,12
"M","Finance","Medium",7,4,1,11
"M","Finance","Medium",6,4,1,3
"M","Finance","Low",7,2,0,12
"M","Education and Training","Medium",8,2,0,1
"F","Finance","Medium",8,1,0,12
"F","Public/Government","Low",8,1,0,12
"M","Public/Government","Low",7,2,0,12
"M","Public/Government","Medium",10,1,0,12
"M","Education and Training","Low",8,6,0,12
"M","Finance","Low",7,7,1,7
"M","Education and Training","Medium",10,1,0,5
"M","Education and Training","Low",7,6,1,10
"M","Education and Training","Low",7,1,0,12
"M","Education and Training","Low",6,2,0,12
"M","Finance","Medium",8,4,0,12
"M","Health","Low",8,2,0,12
"M","Law","Medium",10,1,0,12
"F","Finance","Low",6,2,0,12
"F","Finance","Low",8,7,1,8
"M","Finance","High",8,4,1,4
"M","Education and Training","Medium",10,8,1,12
"F","Education and Training","High",8,8,0,12
"M","Public/Government","Medium",6,2,0,12
"M","Health","Low",8,4,0,12
"F","Finance","Low",8,2,0,12
"M","Sales/Marketing","Low",10,2,1,4
"M","Finance","Low",4,1,1,5
"M","Law","High",6,7,0,12
"M","Public/Government","High",10,1,1,8
"F","Finance","Low",7,6,1,8
"M","Finance","Low",7,7,1,10
"M","Public/Government","Low",10,2,1,3
"M","Education and Training","Low",10,2,0,12
"M","Sales/Marketing","Medium",10,4,0,12
"M","Finance","Low",6,4,0,12
"M","Sales/Marketing","Low",8,1,0,3
"M","Sales/Marketing","Low",6,4,0,12
"M","Education and Training","Medium",8,4,0,12
"M","Education and Training","Low",8,2,0,12
"M","Finance","Low",10,1,0,12
"M","Education and Training","Low",7,4,0,12
"M","Education and Training","Low",4,4,1,9
"M","Education and Training","Low",7,6,0,12
"M","Education and Training","Low",7,4,0,12
"M","Public/Government","Low",6,7,0,12
"M","Education and Training","Low",8,6,1,6
"F","Public/Government","Low",4,4,0,12
"M","Public/Government","Low",8,4,0,12
"M","Sales/Marketing","Low",10,2,0,12
"M","Finance","Low",8,7,1,7
"M","Finance","High",6,7,0,12
"F","Finance","Low",7,6,1,11
"M","Education and Training","High",10,10,1,1
"F","Finance","Low",8,6,1,9
"M","Education and Training","Low",8,2,0,12
"F","Health","Low",6,4,0,12
"F","Public/Government","Low",8,1,1,4
"M","Finance","Low",10,1,0,12
"F","Education and Training","Low",8,2,0,12
"M","Education and Training","High",10,2,1,7
"M","Public/Government","Low",10,1,0,5
"M","Education and Training","Low",10,4,0,12
"F","Finance","Low",7,2,1,8
"F","Education and Training","Medium",7,4,0,12
"F","Education and Training","Low",8,2,0,12
"M","Finance","Low",7,7,1,10
"M","Education and Training","Medium",2,4,0,12
"F","Education and Training","Low",7,4,0,12
"F","Health","Low",7,8,0,12
"M","Finance","Low",7,4,0,7
"M","Public/Government","Low",8,4,0,12
"M","Finance","Low",8,1,0,3
"M","Sales/Marketing","Medium",7,4,1,2
"M","Education and Training","Low",7,4,1,11
"M","Finance","Low",10,1,0,12
"M","Public/Government","Medium",10,1,0,9
"M","Finance","Low",10,2,0,12
"F","Health","Low",4,7,1,3
"M","Education and Training","Low",7,6,0,9
"M","Finance","High",7,4,1,12
"M","Finance","Medium",2,1,1,10
"M","Education and Training","Low",10,2,0,7
"F","Education and Training","Low",7,2,0,12
"M","Finance","Medium",10,2,0,12
"M","Public/Government","Low",6,4,0,4
"F","Finance","Low",10,4,0,12
"M","Finance","Low",7,8,0,12
"M","Education and Training","Low",8,2,0,12
"M","Law","Low",8,4,0,12
"M","Education and Training","High",6,6,0,1
"M","Finance","Medium",8,2,1,3
"F","Finance","Low",7,2,0,12
"M","Finance","Low",10,2,1,6
"M","Public/Government","Low",8,7,1,7
"M","Finance","High",4,7,0,12
"M","Sales/Marketing","Low",10,1,0,12
"M","Education and Training","Low",4,7,1,3
"M","Finance","Medium",8,7,1,2
"M","Finance","High",6,6,0,12
"M","Law","High",7,6,0,12
"F","Public/Government","Low",10,2,0,12
"M","Sales/Marketing","Low",8,1,0,12
"M","Education and Training","Low",10,1,0,12
"M","Public/Government","Medium",8,4,0,12
"F","Finance","Medium",6,8,1,3
"M","Education and Training","Medium",10,6,1,11
"M","Education and Training","Low",10,2,0,12
"M","Finance","Medium",10,1,1,11
"F","Education and Training","Low",10,1,0,12
"F","Education and Training","Low",8,1,0,12
"M","Education and Training","Low",7,2,0,10
"M","Health","High",10,6,0,12
"F","Sales/Marketing","High",10,1,0,12
"F","Finance","Low",7,6,1,5
"F","Education and Training","Low",2,10,0,12
"M","Finance","Low",10,4,0,12
"M","Public/Government","Low",7,7,1,11
"F","Finance","Low",8,2,0,12
"F","Public/Government","Low",8,2,0,12
"M","Education and Training","Low",10,2,0,12
"M","Finance","Low",8,2,0,12
"M","Public/Government","Medium",2,7,1,11
"M","Health","Low",8,8,0,12
"M","Education and Training","Low",7,8,1,8
"M","Education and Training","Low",10,2,0,9
"M","Education and Training","Low",7,2,0,12
"M","Sales/Marketing","Low",8,2,0,7
"M","Finance","Low",6,6,1,11
"M","Sales/Marketing","Low",10,6,1,7
"M","Finance","High",10,2,0,12
"M","Law","Low",10,1,0,12
"M","Health","High",10,1,1,11
"M","Education and Training","Low",8,4,0,12
"F","Public/Government","High",8,1,0,12
"F","Sales/Marketing","Low",8,2,0,12
"F","Finance","Low",8,10,1,2
"M","Sales/Marketing","Low",2,4,1,11
"F","Finance","Low",7,2,1,4
"M","Education and Training","Medium",8,4,1,6
"F","Sales/Marketing","Low",10,1,1,11
"M","Public/Government","Medium",1,2,0,12
"M","Education and Training","Low",10,1,0,12
"M","Public/Government","Medium",10,4,0,3
"F","Education and Training","Low",10,4,0,12
"M","Education and Training","Medium",4,6,1,4
"M","Health","Low",10,1,0,12
"F","Health","Low",8,2,1,8
"M","Public/Government","Low",7,4,0,12
"M","Education and Training","Low",8,1,1,7
"M","Finance","Medium",10,1,0,11
"M","Public/Government","Low",8,2,0,12
"M","Finance","Medium",8,2,0,12
"M","Finance","High",10,6,0,12
"M","Finance","Low",7,10,1,10
"M","Education and Training","Low",6,2,0,11
"M","Finance","Low",7,4,0,12
"F","Public/Government","Low",7,2,0,12
"F","Education and Training","Low",8,4,0,5
"F","Finance","Medium",6,4,0,12
"F","Finance","Low",10,4,1,7
"F","Education and Training","Low",7,4,0,12
"M","Public/Government","High",10,1,0,12
"M","Education and Training","Low",6,4,1,11
"M","Law","Low",10,1,0,12
"F","Finance","Low",8,2,0,5
"F","Finance","Low",8,1,0,12
"M","Finance","Medium",10,1,0,12
"M","Sales/Marketing","Low",8,1,0,12
"M","Public/Government","Low",6,4,0,12
"M","Education and Training","Low",8,4,0,6
"M","Education and Training","Medium",7,7,0,12
"F","Education and Training","High",8,4,0,12
"M","Education and Training","Low",10,1,0,12
"M","Law","Low",8,2,1,10
"M","Education and Training","Medium",10,2,0,12
"M","Education and Training","Medium",7,4,0,12
"M","Education and Training","Low",8,1,0,12
"M","Finance","Medium",6,10,1,2
"F","Finance","Low",10,4,0,12
"M","Sales/Marketing","Low",7,4,0,1
"M","Education and Training","Medium",10,2,0,12
"F","Sales/Marketing","High",7,6,1,4
"F","Sales/Marketing","Low",7,2,1,8
"M","Education and Training","Low",10,1,1,6
"M","Finance","Medium",8,2,0,11
"F","Finance","High",8,4,1,7
"M","Health","Low",10,4,0,12
"F","Finance","Low",8,1,0,12
"M","Education and Training","Low",8,7,0,8
"M","Finance","Medium",8,6,1,8
"F","Finance","Medium",10,1,0,12
"M","Health","Low",7,10,0,12
"M","Education and Training","Low",7,4,0,12
"F","Law","Low",10,2,0,12
"F","Finance","Medium",7,2,0,12
"M","Public/Government","Low",7,4,0,12
"M","Education and Training","Medium",10,4,0,12
"M","Education and Training","Low",10,7,0,12
"F","Education and Training","Low",8,1,1,7
"M","Finance","Medium",7,2,0,12
"M","Law","Low",8,1,0,12
"M","Law","Low",8,2,0,12
"M","Finance","Low",6,7,0,12
"F","Finance","Low",7,4,1,8
"M","Education and Training","Low",8,1,1,3
"F","Public/Government","Low",10,2,0,12
"F","Sales/Marketing","High",6,6,0,10
"M","Education and Training","Low",8,6,0,12
"M","Public/Government","Low",7,6,1,7
"M","Education and Training","High",8,8,1,2
"M","Finance","Low",4,2,0,12
"F","Education and Training","Low",7,6,0,12
"M","Education and Training","Medium",10,1,0,12
"F","Law","Low",8,4,0,12
"M","Education and Training","Low",7,2,1,8
"M","Education and Training","Low",10,2,1,12
"M","Education and Training","Low",6,4,1,8
"M","Finance","Low",8,4,1,7
"M","Public/Government","Medium",8,1,0,12
"M","Education and Training","Low",7,6,0,12
"F","Education and Training","High",8,2,0,12
"M","Education and Training","Medium",2,7,0,12
"M","Public/Government","Low",7,8,0,12
"M","Sales/Marketing","Low",8,4,0,12
"M","Education and Training","Low",10,1,0,12
"M","Public/Government","Low",7,6,0,12
"M","Finance","High",10,1,0,12
"M","Education and Training","Medium",7,4,0,12
"M","Education and Training","Low",7,1,0,12
"M","Finance","High",8,2,0,12
"F","Public/Government","Low",4,2,0,12
"M","Sales/Marketing","Low",7,4,0,12
"F","Education and Training","Low",8,2,0,12
"M","Public/Government","High",6,8,0,2
"M","Education and Training","Low",8,2,0,12
"M","Finance","Low",7,4,0,12
"M","Finance","Low",8,4,1,6
"F","Sales/Marketing","Low",4,8,1,8
"M","Finance","High",8,2,0,12
"M","Finance","Low",10,1,0,12
"F","Finance","Low",7,4,1,12
"F","Education and Training","Low",1,10,0,12
"M","Sales/Marketing","Low",7,6,1,1
"M","Finance","High",7,6,0,12
"M","Finance","Low",10,4,1,6
"M","Education and Training","Low",7,4,0,6
"M","Finance","Medium",7,6,1,2
"M","Public/Government","Low",2,1,0,12
"F","Finance","Low",7,4,1,8
"M","Health","Medium",8,4,0,12
"M","Sales/Marketing","Medium",7,2,1,12
"F","Finance","Low",7,4,0,12
"F","Finance","Low",6,8,1,3
"F","Education and Training","Low",8,1,1,10
"F","Finance","Low",7,4,0,12
"F","Education and Training","Low",10,7,1,7
"M","Finance","Medium",7,7,1,3
"M","Sales/Marketing","Medium",8,2,0,12
"M","Sales/Marketing","Low",7,7,1,8
"F","Finance","Low",8,4,0,12
"M","Education and Training","High",8,4,1,11
"F","Finance","Low",8,7,0,12
