"idcode","rec","rel","fun","clar","home","class","fac"
176498,0,2,3,3,3,4,3
176498,0,3,3,3,3,3,2
176498,0,3,3,3,3,3,3
176498,0,3,3,3,3,3,3
176498,0,2,2,3,3,3,2
176498,0,2,3,3,3,3,2
176498,0,2,2,2,2,2,2
176498,0,3,3,3,3,3,2
176498,0,3,3,3,2,2,3
176498,0,3,3,4,3,3,3
176498,0,4,4,3,3,3,3
176498,0,3,3,3,3,3,3
176498,0,4,4,4,4,3,3
176498,0,3,3,3,3,3,3
176498,0,3,3,3,3,3,3
176498,0,3,3,3,3,3,3
176498,0,3,3,3,3,2,1
176498,0,3,3,4,3,3,3
176499,0,2,5,3,3,3,4
176499,1,3,3,3,4,3,4
176499,0,1,3,3,4,2,4
176499,1,5,5,4,5,4,3
176499,1,3,5,3,5,3,4
176499,1,5,5,5,5,5,5
176499,0,2,5,5,4,4,5
176499,1,3,5,3,5,2,5
176499,0,2,5,5,2,2,NA
176499,0,2,5,3,5,5,4
176499,0,2,5,3,5,2,3
176499,1,4,5,3,4,2,5
176499,1,4,4,4,4,2,3
176499,0,3,5,3,4,3,4
176499,0,3,5,3,5,3,4
176499,0,2,2,3,5,2,2
176499,0,2,3,3,5,3,4
176499,0,2,2,4,4,2,4
176499,0,2,5,2,4,2,2
176499,0,4,5,3,4,2,5
176500,0,4,5,4,5,NA,3
176500,0,3,4,4,4,NA,3
176500,0,2,4,3,NA,NA,3
176500,1,4,5,4,5,NA,3
176500,0,3,4,3,5,NA,3
176500,0,4,5,4,4,NA,3
176500,0,3,5,NA,4,NA,3
176500,0,4,5,NA,4,NA,3
176500,0,2,5,3,5,NA,3
176500,0,3,5,4,4,NA,3
176500,1,4,5,NA,5,NA,3
176500,0,4,5,4,4,NA,3
176500,0,4,4,4,4,NA,3
176500,0,4,4,4,4,NA,3
176500,0,3,5,3,5,NA,3
176500,1,4,5,5,NA,4,2
176500,0,4,4,4,3,3,2
176500,0,3,4,4,4,NA,3
176500,0,3,5,3,4,NA,3
176500,0,NA,NA,NA,NA,NA,NA
176501,0,4,4,NA,4,NA,3
176501,0,4,4,4,4,4,3
176501,0,2,4,4,NA,NA,3
176501,1,4,4,NA,5,NA,3
176501,0,2,4,1,NA,1,1
176501,0,4,NA,NA,NA,NA,NA
176501,0,2,4,2,4,2,2
176501,0,4,4,NA,4,NA,3
176501,0,1,4,1,NA,NA,NA
176501,0,3,4,NA,5,NA,3
176501,0,3,4,NA,NA,NA,3
176501,0,3,4,4,5,NA,3
176501,1,5,4,NA,5,5,3
176501,0,3,4,NA,NA,NA,3
176501,0,3,4,3,NA,NA,3
176501,0,4,4,4,4,NA,3
176501,1,4,4,5,5,4,4
176501,0,4,4,4,4,2,3
176501,0,3,4,3,NA,NA,3
176501,0,3,4,2,4,NA,3
176503,0,2,3,3,4,NA,3
176503,0,4,3,4,4,4,4
176503,0,2,3,3,4,3,4
176503,0,5,4,5,5,4,5
176503,0,4,3,4,5,NA,4
176503,0,4,3,4,4,NA,4
176503,0,2,5,4,5,3,4
176503,0,2,4,NA,5,2,4
176503,0,2,5,2,5,2,2
176503,0,3,4,4,5,NA,4
176503,0,3,4,2,4,NA,4
176503,0,3,5,4,4,NA,4
176503,0,5,4,5,5,5,5
176503,0,4,3,4,4,4,4
176503,0,3,4,4,5,NA,4
176503,0,4,2,4,5,4,5
176503,0,3,3,4,4,2,3
176503,0,3,3,3,5,3,4
176503,0,3,3,3,4,NA,4
176503,0,3,5,NA,5,2,5
176505,0,3,3,3,4,3,3
176505,0,5,4,4,4,4,3
176505,0,2,4,3,4,2,2
176505,1,5,5,4,5,3,4
176505,0,3,4,3,3,3,3
176505,0,3,3,3,3,3,3
176505,1,4,4,4,3,3,4
176505,1,4,4,4,4,3,4
176505,0,2,5,3,4,3,4
176505,0,3,4,3,3,3,2
176505,1,5,5,4,4,5,4
176505,0,3,4,3,4,3,3
176505,0,5,4,3,5,2,2
176505,0,2,4,3,5,2,2
176505,0,3,5,3,3,3,3
176505,0,5,4,3,5,3,2
176505,0,3,3,2,5,2,3
176505,0,3,3,3,3,2,2
176505,0,3,4,3,4,4,3
176505,0,3,4,4,5,4,4
176506,0,3,4,3,5,1,3
176506,1,4,4,4,4,4,4
176506,1,2,4,4,4,3,4
176506,0,5,3,3,3,3,4
176506,1,4,4,4,4,4,4
176506,1,4,4,4,4,NA,3
176506,1,5,5,5,5,5,5
176506,1,4,4,3,4,3,4
176506,1,3,5,5,4,4,4
176506,1,4,4,3,3,3,3
176506,1,4,4,4,4,4,4
176506,1,3,5,3,4,4,4
176506,1,4,4,4,4,4,3
176506,1,4,4,4,4,4,4
176506,0,4,4,5,4,4,3
176506,1,4,4,4,4,4,4
176506,1,4,4,4,4,4,3
176506,1,4,4,4,4,4,4
176506,1,3,5,4,NA,4,4
176506,1,1,4,4,4,4,4
176508,0,3,4,4,4,4,3
176508,1,5,5,5,5,5,5
176508,0,3,3,3,3,3,3
176508,1,3,4,4,4,4,3
176508,0,3,4,4,4,3,3
176508,1,4,5,5,5,5,3
176508,1,3,5,5,5,5,3
176508,0,3,4,4,4,4,3
176508,0,3,4,3,4,3,3
176508,0,3,3,3,3,3,3
176508,1,5,5,5,5,5,5
176508,0,3,4,5,5,3,4
176508,1,5,5,5,5,5,3
176508,1,4,5,5,5,5,5
176508,0,3,4,4,4,4,3
176508,1,4,4,4,4,4,3
176508,1,5,5,5,5,5,5
176508,1,3,5,4,4,4,3
176508,0,3,5,4,4,4,3
176508,1,3,4,4,4,4,3
176510,1,4,5,3,NA,3,4
176510,1,4,4,5,5,5,3
176510,0,1,1,1,1,1,NA
176510,0,5,NA,1,NA,NA,2
176510,0,3,5,NA,NA,NA,1
176510,1,5,4,NA,NA,NA,4
176510,0,3,5,NA,5,NA,NA
176510,0,3,4,2,2,NA,2
176510,0,2,NA,1,NA,NA,2
176510,0,3,5,1,NA,NA,4
176510,0,4,5,NA,NA,3,NA
176510,1,4,5,NA,4,NA,NA
176510,1,5,5,5,NA,NA,3
176510,0,3,3,5,3,3,3
176510,0,3,4,1,NA,1,NA
176510,1,5,5,4,5,NA,3
176510,0,4,5,5,NA,NA,NA
176510,0,3,2,1,NA,1,3
176510,0,2,5,1,NA,3,NA
176510,0,3,2,5,5,NA,5
176511,0,3,4,4,5,2,3
176511,0,3,4,3,5,4,3
176511,0,3,5,4,5,3,4
176511,0,3,4,3,5,3,3
176511,0,2,4,2,5,3,3
176511,1,3,5,5,4,4,4
176511,0,3,5,3,5,5,4
176511,0,3,5,3,5,5,4
176511,0,3,5,3,4,3,3
176511,0,3,5,3,5,4,3
176511,0,3,5,3,5,4,4
176511,0,4,5,4,4,4,4
176511,1,5,4,5,5,3,4
176511,1,4,3,4,5,2,4
176511,0,4,5,3,5,3,4
176511,0,4,4,4,5,3,3
176511,1,3,5,5,4,4,5
176511,0,4,4,4,5,4,4
176511,0,3,5,5,5,5,4
176511,0,3,3,3,5,3,4
176512,0,3,4,4,5,3,3
176512,1,4,3,4,4,4,4
176512,0,3,4,4,4,4,3
176512,1,4,5,4,5,3,4
176512,0,3,4,3,4,3,3
176512,1,4,4,4,5,3,4
176512,0,3,3,3,3,3,3
176512,1,4,4,4,4,4,4
176512,0,3,4,3,4,3,3
176512,0,3,4,4,4,3,3
176512,1,4,4,4,4,3,3
176512,1,4,4,4,4,3,3
176512,1,4,4,4,4,3,4
176512,1,4,4,4,4,3,3
176512,1,3,5,3,5,3,4
176512,1,4,4,4,5,4,4
176512,0,3,3,3,3,3,3
176512,1,4,4,4,4,4,5
176512,0,3,3,3,3,3,3
176512,1,3,4,4,4,4,4
176513,0,4,5,4,4,3,3
176513,0,3,5,4,5,3,3
176513,0,3,4,4,4,4,3
176513,1,4,4,4,5,4,4
176513,0,4,4,3,5,3,3
176513,0,4,4,4,5,4,4
176513,0,3,4,4,4,4,3
176513,0,4,5,3,5,4,4
176513,0,3,4,3,3,3,3
176513,0,4,4,4,4,4,3
176513,0,3,4,4,3,4,3
176513,0,4,4,4,4,4,3
176513,1,5,4,4,5,4,3
176513,1,4,4,5,5,4,4
176513,0,3,4,4,4,3,4
176513,0,4,5,4,5,4,4
176513,0,3,4,4,4,4,3
176513,0,3,5,5,4,4,3
176513,0,3,4,4,4,4,3
176513,0,4,4,4,4,4,3
176516,0,3,3,3,3,3,3
176516,1,4,4,4,4,3,3
176516,0,4,3,4,4,3,3
176516,0,3,4,3,3,2,3
176516,1,4,4,4,4,4,3
176516,1,4,4,3,4,3,2
176516,1,4,4,4,4,3,3
176516,1,5,5,5,5,5,3
176516,1,5,5,5,5,5,4
176516,1,5,5,5,5,5,4
176516,0,4,5,5,5,3,3
176516,1,4,4,4,4,3,3
176516,0,3,5,4,3,3,3
176516,1,5,5,5,4,4,4
176516,1,4,5,5,5,5,3
176516,1,3,5,4,4,3,3
176516,1,4,5,5,5,4,3
176516,1,5,4,5,5,5,3
176516,1,5,4,5,5,5,3
176516,1,5,5,5,5,5,3
176518,0,2,3,3,3,3,2
176518,1,3,4,3,3,3,3
176518,0,2,3,2,3,2,1
176518,0,2,2,3,3,2,1
176518,0,2,4,2,3,2,1
176518,0,3,3,3,3,3,3
176518,1,4,3,3,3,3,3
176518,0,3,3,3,3,3,3
176518,1,3,3,3,3,3,3
176518,1,3,3,3,3,3,3
176518,1,3,3,3,3,3,3
176518,1,3,3,3,3,4,3
176518,1,3,4,3,3,3,3
176518,1,3,3,4,3,3,3
176518,1,4,3,4,4,3,3
176518,0,2,3,3,3,1,1
176518,0,3,3,3,3,3,2
176518,0,3,3,3,3,3,2
176518,0,3,3,3,3,3,3
176518,1,3,3,3,3,3,3
176519,0,2,4,2,3,3,3
176519,1,4,4,4,3,4,3
176519,1,4,4,3,3,4,3
176519,1,3,4,3,3,3,3
176519,0,2,3,3,3,2,3
176519,1,3,3,3,3,3,3
176519,1,4,4,4,4,4,3
176519,0,3,4,3,3,3,3
176519,0,3,4,3,3,3,3
176519,1,4,4,4,3,4,3
176519,1,3,3,3,4,3,3
176519,1,4,4,3,3,3,3
176519,0,3,3,3,3,3,3
176519,1,4,3,5,3,4,3
176519,1,4,4,4,3,4,3
176519,0,3,4,3,3,3,2
176519,0,3,4,3,3,3,3
176519,1,3,3,4,3,3,3
176519,1,4,4,4,3,4,3
176519,1,4,3,3,3,4,3
176520,0,3,4,4,5,1,1
176520,1,4,4,5,4,5,5
176520,1,5,5,5,5,5,4
176520,1,4,4,4,5,5,4
176520,0,4,4,5,4,4,4
176520,0,4,3,3,4,2,4
176520,1,5,5,4,5,5,5
176520,1,5,5,5,5,5,5
176520,1,4,4,4,4,4,5
176520,1,5,5,4,4,5,5
176520,0,4,4,4,5,4,4
176520,1,4,5,5,5,5,5
176520,1,5,5,5,5,5,5
176520,1,5,5,5,5,5,5
176520,1,5,5,5,5,4,5
176520,1,5,5,5,5,5,5
176520,1,5,5,5,5,5,4
176520,1,5,5,5,5,5,5
176520,0,3,4,5,4,5,5
176520,1,5,5,5,5,5,5
176521,1,3,2,4,3,3,2
176521,1,4,4,4,3,3,3
176521,1,3,3,3,2,2,3
176521,1,4,3,3,3,3,3
176521,0,2,3,2,4,2,3
176521,1,4,3,4,4,2,3
176521,1,4,3,4,3,3,2
176521,1,4,4,4,4,3,2
176521,1,4,4,4,4,2,2
176521,1,3,4,3,3,2,2
176521,0,3,3,3,4,2,4
176521,1,3,3,3,3,2,2
176521,1,3,3,4,4,3,3
176521,1,4,4,5,5,3,2
176521,1,4,4,4,4,3,3
176521,0,3,4,3,2,2,4
176521,1,3,4,3,3,3,3
176521,1,3,3,3,4,2,2
176521,1,3,4,4,4,3,3
176521,1,3,4,4,4,2,3
176523,1,4,4,4,3,4,3
176523,1,3,4,4,3,3,4
176523,0,4,4,2,4,2,3
176523,1,4,3,3,4,3,4
176523,0,3,4,2,3,3,3
176523,1,5,4,4,3,4,3
176523,1,4,5,4,4,NA,4
176523,1,4,5,4,3,4,3
176523,1,3,4,4,4,3,4
176523,1,5,5,4,4,4,3
176523,1,4,4,4,4,2,3
176523,1,4,4,4,4,4,3
176523,1,5,5,4,5,3,2
176523,1,5,4,4,5,3,3
176523,1,5,4,4,4,3,2
176523,0,4,5,3,3,3,3
176523,1,5,5,4,4,4,3
176523,0,5,4,2,4,2,2
176523,1,5,4,4,4,3,2
176523,1,4,4,4,4,3,3
176525,0,3,3,3,2,3,3
176525,1,3,4,4,3,3,3
176525,0,3,3,2,2,2,2
176525,1,3,3,3,3,4,4
176525,0,3,3,2,2,3,2
176525,0,3,3,3,3,3,3
176525,1,4,4,3,5,4,3
176525,0,3,4,4,4,3,3
176525,0,3,3,2,3,2,3
176525,1,3,3,3,4,4,4
176525,1,4,4,4,4,5,4
176525,0,4,3,2,4,3,3
176525,1,3,4,4,4,4,4
176525,1,5,3,4,5,4,3
176525,1,4,5,5,5,3,4
176525,1,3,4,4,4,4,3
176525,0,3,3,3,2,3,3
176525,1,3,4,3,4,4,3
176525,0,2,3,4,3,3,4
176525,1,4,4,4,4,4,3
176526,0,3,3,3,3,3,4
176526,0,3,4,4,3,3,4
176526,0,3,4,3,3,3,4
176526,1,4,4,4,4,4,4
176526,0,2,4,2,3,2,2
176526,1,4,3,4,3,4,4
176526,0,4,4,4,4,4,3
176526,0,3,4,4,3,3,4
176526,0,3,4,3,3,3,3
176526,0,3,4,4,3,3,3
176526,0,2,2,4,3,3,1
176526,0,2,4,2,3,2,2
176526,0,3,4,4,4,3,3
176526,1,5,4,5,4,4,4
176526,1,4,4,4,4,3,4
176526,0,3,4,4,4,3,2
176526,0,3,5,4,4,4,3
176526,0,3,4,4,5,4,3
176526,1,4,4,4,4,4,4
176526,0,3,4,4,3,3,5
176527,0,3,3,3,3,3,3
176527,1,3,3,4,3,3,3
176527,0,3,4,3,3,2,3
176527,1,4,4,4,4,4,3
176527,0,2,2,3,3,2,2
176527,1,4,4,4,4,4,3
176527,1,4,4,4,4,4,3
176527,0,3,4,3,4,3,3
176527,0,3,3,3,3,3,3
176527,0,3,4,3,3,3,3
176527,0,3,3,3,3,3,2
176527,0,2,3,3,3,2,2
176527,0,3,3,3,3,2,2
176527,1,4,4,5,4,4,4
176527,1,4,4,4,4,4,3
176527,0,3,4,3,3,3,2
176527,0,3,4,4,4,3,3
176527,0,3,3,3,3,3,3
176527,0,3,4,3,3,3,3
176527,1,3,4,4,4,4,3
176528,0,3,4,3,3,3,2
176528,1,3,3,4,3,3,3
176528,1,3,4,3,3,3,3
176528,0,3,3,3,4,3,2
176528,1,3,5,2,4,3,4
176528,0,3,3,3,4,3,1
176528,0,3,4,3,3,3,1
176528,0,3,4,3,3,2,2
176528,0,3,4,3,4,3,3
176528,1,3,4,3,3,4,3
176528,0,3,4,3,3,3,3
176528,1,3,4,3,4,3,3
176528,1,4,4,4,4,3,3
176528,1,4,3,4,3,3,3
176528,1,4,3,4,3,3,3
176528,1,3,4,4,4,3,3
176528,1,3,3,4,3,3,3
176528,1,3,3,3,3,3,3
176528,1,4,3,4,3,3,3
176528,1,4,3,4,3,3,3
176531,0,3,3,3,3,3,3
176531,1,3,4,4,3,3,3
176531,0,4,3,3,3,2,2
176531,1,5,3,3,3,5,5
176531,0,2,3,1,4,3,3
176531,1,5,3,3,3,4,3
176531,1,4,4,4,3,4,3
176531,0,3,3,3,4,4,4
176531,0,3,3,3,3,3,3
176531,1,4,4,3,3,3,3
176531,0,3,2,4,5,3,4
176531,1,4,3,3,3,3,3
176531,0,3,5,4,4,4,4
176531,0,4,3,4,4,3,3
176531,1,4,4,5,3,4,4
176531,0,3,3,3,3,4,3
176531,0,3,4,3,3,3,3
176531,0,4,3,3,4,4,3
176531,1,3,4,3,4,5,5
176531,0,4,4,3,4,3,3
176533,1,3,4,4,4,NA,3
176533,1,3,4,4,4,NA,3
176533,1,4,4,4,4,NA,4
176533,1,4,4,4,4,NA,3
176533,0,3,4,4,4,NA,3
176533,1,5,4,5,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,4,4,4,5,NA,3
176533,1,4,4,4,5,NA,3
176533,1,4,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,5,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,0,4,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,5,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176533,1,4,4,4,4,NA,3
176535,1,3,3,3,3,3,2
176535,0,3,4,3,4,3,3
176535,0,2,3,3,4,2,2
176535,0,2,4,3,3,3,2
176535,0,2,4,3,3,2,2
176535,1,4,3,4,4,4,3
176535,0,2,3,2,3,2,2
176535,0,2,4,3,5,3,3
176535,0,3,5,4,4,3,3
176536,1,3,4,3,4,3,4
176536,1,4,4,5,5,5,4
176536,0,3,3,2,5,3,4
176536,0,3,4,3,4,4,3
176536,0,2,4,3,4,2,4
176536,1,4,3,4,5,3,4
176536,0,3,4,3,5,3,3
176536,1,4,3,3,4,4,4
176536,0,3,3,4,3,3,4
176538,1,4,4,4,5,4,4
176538,1,4,5,4,5,4,4
176538,1,4,5,5,5,4,4
176538,0,4,5,5,5,3,4
176538,0,3,4,3,4,3,3
176538,1,5,4,4,5,4,4
176538,0,3,4,4,5,3,3
176538,1,5,4,5,5,5,4
176538,0,3,4,3,4,3,3
176539,1,4,5,3,3,4,NA
176539,0,4,3,4,4,4,2
176539,1,4,3,4,4,4,3
176539,0,3,5,4,3,3,3
176539,0,3,4,3,3,4,4
176539,1,4,4,4,5,3,3
176539,0,3,4,3,4,3,4
176539,1,4,4,4,4,4,3
176539,0,3,4,3,3,4,3
176541,1,3,3,4,3,3,4
176541,0,3,4,3,4,3,3
176541,0,3,4,4,4,3,3
176541,0,3,5,3,3,3,3
176541,0,3,5,5,3,4,3
176541,1,5,3,5,4,3,3
176541,0,3,4,3,5,3,3
176541,1,4,3,5,5,5,4
176541,0,4,4,3,4,3,3
176542,1,3,3,2,2,4,3
176542,1,2,3,3,5,3,3
176542,0,2,2,2,2,4,3
176542,1,3,4,3,NA,NA,3
176542,0,1,4,2,2,2,2
176542,1,3,2,4,5,2,3
176542,0,2,3,3,5,NA,3
176542,1,4,4,3,5,4,3
176542,1,2,3,3,2,4,3
176544,0,3,4,4,5,2,2
176544,1,5,5,4,4,3,3
176544,0,3,3,2,2,1,2
176544,0,2,3,3,2,1,4
176544,1,4,4,4,5,4,3
176544,0,3,4,2,3,2,2
176544,0,4,3,5,5,2,2
176544,1,4,5,5,5,4,3
176544,0,4,3,3,2,1,2
176545,1,4,4,3,NA,3,2
176545,0,4,3,3,3,3,3
176545,1,5,4,3,3,3,2
176545,0,4,4,3,NA,NA,3
176545,0,3,4,3,3,3,3
176545,1,3,4,3,3,2,NA
176545,1,4,4,4,4,3,2
176545,1,5,4,4,3,3,3
176545,0,5,4,4,4,3,2
176546,0,2,3,NA,NA,NA,3
176546,1,3,2,3,NA,3,2
176546,0,2,2,2,NA,3,2
176546,0,2,4,3,NA,3,2
176546,1,3,3,NA,NA,3,2
176546,1,3,3,3,NA,3,3
176546,1,3,4,4,3,3,3
176546,1,4,3,4,NA,3,3
176546,1,4,4,4,3,NA,3
176549,1,5,5,5,4,5,4
176549,1,5,4,5,3,4,4
176549,0,5,5,3,4,3,3
176549,0,3,5,4,4,3,3
176549,1,5,5,5,4,5,4
176549,0,3,4,3,3,3,3
176549,1,4,5,5,5,5,3
176549,1,2,5,5,5,5,4
176549,1,5,4,5,4,4,4
176551,0,4,4,3,5,NA,3
176551,1,4,5,4,4,NA,4
176551,0,3,4,2,4,NA,3
176551,0,3,4,3,NA,NA,3
176551,0,3,4,3,4,4,3
176551,0,4,4,3,3,NA,3
176551,0,4,4,3,4,NA,3
176551,0,4,4,3,4,NA,3
176551,1,4,5,4,4,4,4
176553,0,3,3,3,4,3,3
176553,1,3,4,4,4,4,4
176553,0,3,4,3,3,3,3
176553,1,3,3,3,4,3,3
176553,1,4,4,4,4,3,4
176553,0,3,3,3,4,3,3
176553,1,4,3,4,4,3,3
176553,0,3,3,3,3,3,3
176553,1,4,4,4,3,4,4
176553,1,4,4,4,4,4,3
176553,0,3,4,3,3,3,3
176553,1,4,4,4,4,3,3
176553,1,3,4,3,4,3,4
176553,0,3,4,3,4,3,3
176553,0,3,3,3,3,3,3
176553,1,3,3,3,3,4,3
176553,1,4,4,4,4,4,3
176553,0,3,4,3,4,3,3
176553,0,3,4,3,4,3,3
176553,0,3,4,3,4,4,3
176553,1,3,4,3,3,3,3
176554,0,3,3,2,3,2,3
176554,0,3,2,2,3,2,2
176554,0,4,4,3,3,2,3
176554,1,4,4,3,3,2,3
176554,1,5,3,4,3,3,3
176554,0,3,3,2,3,2,3
176554,1,5,4,3,4,3,3
176554,0,3,3,2,3,2,3
176554,0,3,2,2,3,2,2
176554,0,4,3,4,3,2,3
176554,0,3,3,3,3,3,4
176554,0,3,2,2,2,2,2
176554,0,2,3,2,3,2,2
176554,0,3,3,2,3,2,3
176554,0,3,3,2,2,2,2
176554,0,3,5,3,4,2,3
176554,0,3,4,4,3,2,3
176554,0,4,2,2,2,2,2
176554,0,3,4,4,5,3,3
176554,0,4,4,3,4,2,3
176554,0,3,3,3,3,3,2
176558,0,3,2,3,3,2,1
176558,0,4,3,2,3,NA,3
176558,0,3,4,3,3,2,3
176558,1,4,5,3,2,5,4
176558,1,4,5,3,3,5,3
176558,0,3,3,3,5,NA,3
176558,1,3,3,4,4,4,3
176558,1,3,5,4,NA,4,3
176558,0,3,3,2,2,2,2
176558,1,4,5,4,3,NA,3
176558,1,5,5,3,4,4,4
176558,1,3,5,5,3,3,3
176558,0,3,5,2,2,2,3
176558,0,3,3,2,2,2,3
176558,0,3,2,2,3,NA,3
176558,0,3,3,3,3,2,2
176558,1,5,3,5,NA,NA,2
176558,0,3,4,3,4,NA,4
176558,0,3,3,2,3,3,3
176558,1,5,5,5,4,NA,3
176558,1,3,4,2,3,3,3
176559,1,4,4,3,4,3,3
176559,0,3,3,3,3,2,2
176559,0,4,4,3,4,3,3
176559,0,4,2,4,3,4,2
176559,1,4,2,5,4,4,5
176559,0,4,4,3,3,3,3
176559,0,3,1,3,3,2,1
176559,0,3,4,3,3,2,2
176559,1,4,4,3,4,3,3
176559,0,4,4,4,3,3,3
176559,0,3,5,3,4,2,3
176559,1,4,4,4,NA,3,3
176559,0,3,4,3,4,3,3
176559,0,3,4,3,4,2,3
176559,0,3,3,3,4,2,3
176559,0,4,4,3,3,3,3
176559,0,4,4,4,4,3,3
176559,0,4,4,4,3,3,3
176559,0,3,4,3,4,3,3
176559,0,4,4,3,4,3,3
176559,0,3,3,3,4,2,3
176560,0,3,4,3,4,4,2
176560,0,3,4,4,4,NA,2
176560,0,3,4,3,4,3,3
176560,1,4,4,4,4,3,5
176560,1,5,5,5,4,2,5
176560,0,3,4,4,3,3,3
176560,0,5,4,5,4,NA,3
176560,1,4,5,4,4,3,3
176560,0,3,4,3,3,3,3
176560,1,4,4,4,4,4,3
176560,0,3,4,3,3,NA,3
176560,1,4,4,4,4,3,3
176560,1,3,5,4,3,3,3
176560,0,3,4,3,3,3,3
176560,0,3,3,4,5,3,3
176560,1,4,4,4,4,NA,3
176560,1,4,4,5,5,NA,3
176560,1,4,5,3,4,3,3
176560,1,3,4,4,5,4,3
176560,1,4,4,4,5,NA,3
176560,1,4,4,4,5,3,3
176562,1,5,5,5,4,4,4
176562,0,4,4,4,4,3,2
176562,0,3,4,3,4,3,3
176562,0,4,4,4,4,3,3
176562,1,4,4,4,3,4,3
176562,0,3,4,4,4,2,2
176562,0,4,4,4,3,3,2
176562,0,3,5,4,3,3,3
176562,0,3,4,4,3,4,3
176562,0,4,4,4,4,3,3
176562,0,3,4,4,4,3,3
176562,0,4,4,3,4,3,3
176562,0,3,4,4,3,3,3
176562,0,4,5,4,3,3,3
176562,0,3,4,3,5,3,2
176562,0,5,4,4,3,3,2
176562,0,4,4,4,4,4,4
176562,0,3,3,3,4,3,2
176562,0,4,4,4,4,3,3
176562,0,5,5,3,3,3,2
176562,0,4,4,4,4,2,2
176563,1,4,5,5,5,3,3
176563,1,4,5,4,4,3,2
176563,0,3,5,4,4,4,1
176563,0,3,5,4,4,2,1
176563,0,4,4,4,4,1,1
176563,0,3,4,4,4,2,2
176563,0,5,5,5,4,3,2
176563,0,3,5,5,4,2,3
176563,0,4,3,3,4,2,2
176563,1,5,5,5,5,4,4
176563,1,4,5,5,5,3,4
176563,0,3,5,3,4,2,2
176563,0,3,5,4,4,3,3
176563,0,3,5,5,5,3,3
176563,0,NA,NA,NA,NA,NA,NA
176563,1,3,5,4,4,4,1
176563,1,3,5,5,4,3,3
176563,1,4,5,5,4,4,3
176563,0,3,5,4,5,2,3
176563,1,5,4,5,5,4,3
176563,0,5,5,3,5,2,3
176566,0,3,4,3,4,2,4
176566,0,3,3,3,3,1,3
176566,0,3,1,2,4,NA,2
176566,0,3,3,3,3,1,3
176566,0,3,4,3,2,NA,2
176566,0,3,4,2,3,NA,3
176566,0,4,5,3,3,2,4
176566,0,2,3,2,NA,NA,3
176566,0,3,4,2,NA,3,3
176566,0,3,4,3,3,NA,3
176566,0,2,4,5,3,NA,4
176566,1,3,3,4,3,3,3
176566,0,2,3,2,3,1,3
176566,0,3,5,2,NA,3,3
176566,0,2,2,1,3,1,3
176566,1,3,4,4,3,NA,3
176566,1,4,5,4,3,NA,4
176566,0,4,3,2,3,1,1
176566,1,4,4,5,5,3,4
176566,1,3,4,3,3,1,2
176566,0,3,3,3,3,1,3
176568,1,5,5,4,NA,4,4
176568,1,4,4,4,4,4,4
176568,0,4,4,3,NA,NA,3
176568,1,4,4,4,4,4,3
176568,1,4,4,3,NA,4,3
176568,0,3,4,4,5,NA,3
176568,1,5,5,4,5,4,4
176568,0,3,4,4,4,3,3
176568,0,3,3,3,3,3,3
176568,0,4,3,4,NA,3,3
176568,0,3,4,3,3,3,4
176568,0,4,4,3,4,NA,3
176568,0,3,4,3,4,3,3
176568,0,3,3,3,3,3,3
176568,0,3,3,3,4,3,3
176568,1,4,4,4,NA,NA,3
176568,1,3,4,3,4,4,3
176568,1,4,4,4,4,4,3
176568,0,3,4,4,5,4,3
176568,1,5,4,4,4,4,3
176568,1,4,4,3,5,4,3
176570,1,3,3,3,3,3,3
176570,0,3,3,3,3,3,3
176570,0,3,4,3,3,3,3
176570,1,4,4,4,3,4,3
176570,0,3,3,3,4,4,3
176570,0,3,3,3,3,3,3
176570,1,3,3,3,3,3,3
176570,1,3,4,4,3,3,3
176570,1,3,3,3,3,3,4
176570,1,3,4,4,3,3,3
176570,0,3,4,3,3,3,3
176570,1,3,4,3,3,3,3
176570,0,3,3,3,3,3,3
176570,0,3,3,3,3,3,3
176570,0,3,3,3,3,3,3
176570,1,3,4,3,3,3,3
176570,1,3,3,3,3,3,3
176570,1,3,3,3,3,3,3
176570,0,3,3,3,4,3,3
176570,1,4,4,3,3,3,3
176570,1,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,1,3,3,3,3,3,3
176571,0,3,3,3,3,2,3
176571,1,4,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,2,3,3,3
176571,1,4,4,4,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,2,2,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,0,3,3,3,3,3,3
176571,1,4,3,3,3,3,3
176571,1,3,4,4,3,3,4
176571,1,3,4,3,3,4,3
176571,0,3,4,3,3,3,3
176571,1,4,4,3,3,4,3
176571,1,3,4,4,4,3,3
176575,1,4,4,3,3,4,4
176575,1,3,3,3,3,4,4
