"annual_income_ppp","average_wk_hrs","education_months","region","job_type","gender","family_size","work_distance","languages"
53795,48,142,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
53130,49,143,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
52467,49,140,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
52024,49,137,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
51359,49,134,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
50252,55,130,"Sub-Saharan Africa","Unskilled","F",3,NA,NA
49367,55,128,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
48702,50,125,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
47816,50,121,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
47151,50,119,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
46266,50,115,"Sub-Saharan Africa","Unskilled","F",2,NA,NA
87233,39,201,"Western Asia","Unskilled","M",NA,0,1
87455,39,197,"Western Asia","Unskilled","M",4,0,1
87455,40,197,"Western Asia","Unskilled","M",4,0,1
86790,40,195,"Western Asia","Unskilled","M",5,0,1
86126,40,194,"Western Asia","Unskilled","M",5,0,1
85904,40,194,"Western Asia","Unskilled","M",1,0,1
84576,40,188,"Western Asia","Unskilled","M",0,0,1
86126,54,192,"Western Asia","Unskilled","M",5,0,1
87233,41,185,"Western Asia","Unskilled","M",5,0,1
86126,41,186,"Western Asia","Unskilled","M",5,0,1
86126,41,181,"Western Asia","Unskilled","M",5,0,1
82582,41,179,"Western Asia","Unskilled","M",5,0,1
83468,42,177,"Western Asia","Unskilled","M",5,0,1
81254,42,177,"Western Asia","Unskilled","M",5,0,1
84133,42,176,"Western Asia","Unskilled","M",4,0,1
81476,42,172,"Western Asia","Unskilled","F",4,0,1
101848,37,238,"Western Europe","Skilled","M",NA,7,1
119564,37,237,"Western Europe","Skilled","M",6,0,1
112921,38,236,"Western Europe","Skilled","M",6,0,1
112921,53,236,"Western Europe","Skilled","M",1,1,1
110707,54,235,"Western Europe","Skilled","M",1,1,1
101848,38,234,"Western Europe","Skilled","M",6,1,1
99634,38,234,"Western Europe","Skilled","M",7,0,1
99412,38,232,"Western Europe","Skilled","M",1,0,1
99191,38,232,"Western Europe","Skilled","M",0,7,1
98748,39,231,"Western Europe","Skilled","M",1,7,1
97863,39,230,"Western Europe","Skilled","M",1,7,1
97641,39,230,"Western Europe","Skilled","M",1,1,1
96312,39,229,"Western Europe","Skilled","M",1,7,1
96091,39,229,"Western Europe","Skilled","M",1,7,1
95869,39,228,"Western Europe","Skilled","M",0,7,1
95206,39,228,"Western Europe","Skilled","M",0,1,1
60660,47,172,"Sub-Saharan Africa","Unskilled","M",NA,2,1
59995,47,176,"Sub-Saharan Africa","Unskilled","M",2,2,1
59553,47,173,"Sub-Saharan Africa","Unskilled","M",3,2,1
58889,48,170,"Sub-Saharan Africa","Unskilled","M",3,0,1
58003,48,166,"Sub-Saharan Africa","Unskilled","M",3,2,1
75276,48,162,"Sub-Saharan Africa","Unskilled","M",3,0,1
68632,48,161,"Sub-Saharan Africa","Unskilled","M",3,0,1
61989,48,154,"Sub-Saharan Africa","Unskilled","M",3,0,1
55124,49,146,"Sub-Saharan Africa","Unskilled","M",3,0,1
54016,49,141,"Sub-Saharan Africa","Unskilled","M",3,2,1
52910,49,134,"Sub-Saharan Africa","Unskilled","F",2,0,1
51581,49,129,"Sub-Saharan Africa","Unskilled","F",2,0,1
50695,49,132,"Sub-Saharan Africa","Unskilled","F",2,0,1
50030,55,128,"Sub-Saharan Africa","Unskilled","F",2,2,1
49588,55,133,"Sub-Saharan Africa","Unskilled","F",2,0,1
49145,50,129,"Sub-Saharan Africa","Unskilled","F",2,2,1
101848,36,239,"Southern Europe","Unskilled","M",NA,0,1
117350,36,239,"Southern Europe","Unskilled","M",5,0,1
112921,36,238,"Southern Europe","Unskilled","M",5,0,1
108491,37,235,"Southern Europe","Unskilled","M",5,0,1
110707,37,234,"Southern Europe","Unskilled","M",6,0,1
106277,37,230,"Southern Europe","Unskilled","M",5,1,1
99634,37,228,"Southern Europe","Unskilled","M",6,0,1
99412,37,224,"Southern Europe","Unskilled","M",6,0,1
98306,37,230,"Southern Europe","Unskilled","M",5,0,1
98969,38,229,"Southern Europe","Unskilled","M",5,0,1
98084,54,221,"Southern Europe","Unskilled","M",5,0,1
97863,38,217,"Southern Europe","Unskilled","M",5,0,1
97641,38,216,"Southern Europe","Unskilled","M",5,0,1
97420,38,209,"Southern Europe","Unskilled","M",5,0,1
96755,39,205,"Southern Europe","Unskilled","M",5,0,1
95648,39,201,"Southern Europe","Unskilled","M",4,0,1
85462,41,223,"Latin America and the Caribbean","Unskilled","M",NA,NA,NA
85241,42,223,"Latin America and the Caribbean","Unskilled","M",3,NA,NA
84798,42,223,"Latin America and the Caribbean","Unskilled","M",3,NA,NA
84355,42,223,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
83912,42,223,"Latin America and the Caribbean","Unskilled","M",4,NA,NA
83247,43,223,"Latin America and the Caribbean","Unskilled","F",4,NA,NA
82804,43,221,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
82140,43,219,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
81697,43,217,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
81254,43,215,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
80811,54,213,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
84133,44,212,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
79925,44,209,"Latin America and the Caribbean","Unskilled","F",3,NA,NA
97420,44,207,"Latin America and the Caribbean","Unskilled","F",4,NA,NA
92990,44,206,"Latin America and the Caribbean","Unskilled","F",4,NA,NA
86347,44,203,"Latin America and the Caribbean","Unskilled","F",4,NA,NA
81697,54,164,"Latin America and the Caribbean","Unskilled","M",NA,1,1
81254,41,164,"Latin America and the Caribbean","Unskilled","M",3,1,1
80590,41,164,"Latin America and the Caribbean","Unskilled","M",4,1,1
80368,41,163,"Latin America and the Caribbean","Unskilled","M",4,0,1
79925,41,162,"Latin America and the Caribbean","Unskilled","M",4,1,1
92990,42,162,"Latin America and the Caribbean","Unskilled","M",4,0,1
90776,42,161,"Latin America and the Caribbean","Unskilled","M",4,0,1
97420,42,161,"Latin America and the Caribbean","Unskilled","M",4,0,1
88562,42,157,"Latin America and the Caribbean","Unskilled","M",4,0,1
76825,42,154,"Latin America and the Caribbean","Unskilled","M",4,0,1
75719,43,151,"Latin America and the Caribbean","Unskilled","M",4,0,1
76604,43,148,"Latin America and the Caribbean","Unskilled","M",4,1,1
76161,43,144,"Latin America and the Caribbean","Unskilled","M",4,0,1
75939,43,142,"Latin America and the Caribbean","Unskilled","M",4,0,1
73946,43,139,"Latin America and the Caribbean","Unskilled","M",4,1,1
72397,54,135,"Latin America and the Caribbean","Unskilled","M",3,0,1
53130,49,142,"Sub-Saharan Africa","Unskilled","F",NA,0,1
51138,49,140,"Sub-Saharan Africa","Unskilled","F",3,0,1
52688,49,139,"Sub-Saharan Africa","Unskilled","F",3,1,1
51802,49,139,"Sub-Saharan Africa","Unskilled","F",3,1,1
51138,49,137,"Sub-Saharan Africa","Unskilled","F",3,0,1
50473,55,136,"Sub-Saharan Africa","Unskilled","F",2,0,1
49367,55,134,"Sub-Saharan Africa","Unskilled","F",2,0,1
48259,50,132,"Sub-Saharan Africa","Unskilled","F",2,0,1
47373,50,128,"Sub-Saharan Africa","Unskilled","F",2,0,1
45602,50,122,"Sub-Saharan Africa","Unskilled","F",2,1,1
43608,50,117,"Sub-Saharan Africa","Unskilled","F",1,1,1
42059,50,99,"Sub-Saharan Africa","Unskilled","F",2,0,1
40508,50,108,"Sub-Saharan Africa","Unskilled","F",2,0,1
39623,50,104,"Sub-Saharan Africa","Unskilled","F",2,1,1
38737,50,99,"Sub-Saharan Africa","Unskilled","F",2,1,1
38737,51,96,"Sub-Saharan Africa","Unskilled","F",2,0,1
69075,42,159,"Latin America and the Caribbean","Unskilled","M",NA,0,1
68632,42,159,"Latin America and the Caribbean","Unskilled","M",3,0,1
68411,42,159,"Latin America and the Caribbean","Unskilled","M",3,0,1
68189,43,163,"Latin America and the Caribbean","Unskilled","M",4,0,1
67746,43,159,"Latin America and the Caribbean","Unskilled","M",4,0,1
68411,43,158,"Latin America and the Caribbean","Unskilled","M",4,0,1
68854,43,162,"Latin America and the Caribbean","Unskilled","M",4,0,1
69297,54,164,"Latin America and the Caribbean","Unskilled","M",4,0,1
67968,54,170,"Latin America and the Caribbean","Unskilled","M",4,0,1
66860,44,176,"Latin America and the Caribbean","Unskilled","M",3,0,1
66417,44,172,"Latin America and the Caribbean","Unskilled","M",3,0,1
66639,44,170,"Latin America and the Caribbean","Unskilled","M",3,0,1
67082,44,169,"Latin America and the Caribbean","Unskilled","M",3,0,1
67082,45,168,"Latin America and the Caribbean","Unskilled","M",3,0,1
67303,45,166,"Latin America and the Caribbean","Unskilled","M",3,0,1
67303,45,166,"Latin America and the Caribbean","Unskilled","M",3,0,1
63095,41,146,"Latin America and the Caribbean","Unskilled","F",NA,0,1
62210,41,146,"Latin America and the Caribbean","Unskilled","F",4,0,1
61324,42,146,"Latin America and the Caribbean","Unskilled","F",5,0,1
60438,42,143,"Latin America and the Caribbean","Unskilled","F",6,0,1
60438,42,141,"Latin America and the Caribbean","Unskilled","F",1,0,1
2863,43,140,"Latin America and the Caribbean","Unskilled","F",5,1,1
60881,43,139,"Latin America and the Caribbean","Unskilled","F",4,0,1
59995,43,137,"Latin America and the Caribbean","Unskilled","F",3,0,1
59332,54,137,"Latin America and the Caribbean","Unskilled","F",3,1,1
57781,44,136,"Latin America and the Caribbean","Unskilled","F",3,0,1
66417,44,135,"Latin America and the Caribbean","Unskilled","F",2,0,1
52467,44,134,"Latin America and the Caribbean","Unskilled","F",3,1,1
54681,45,134,"Latin America and the Caribbean","Unskilled","F",3,1,1
53795,45,133,"Latin America and the Caribbean","Unskilled","F",3,1,1
52910,45,132,"Latin America and the Caribbean","Unskilled","F",3,1,1
52245,46,130,"Latin America and the Caribbean","Unskilled","F",4,0,1
87676,41,170,"Latin America and the Caribbean","Unskilled","M",NA,0,1
87455,54,172,"Latin America and the Caribbean","Unskilled","M",5,0,1
87012,41,174,"Latin America and the Caribbean","Unskilled","M",5,1,1
86569,41,174,"Latin America and the Caribbean","Unskilled","M",6,0,1
86126,42,176,"Latin America and the Caribbean","Unskilled","M",5,0,1
85462,42,173,"Latin America and the Caribbean","Unskilled","M",5,1,1
85019,42,171,"Latin America and the Caribbean","Unskilled","M",5,0,1
84576,42,169,"Latin America and the Caribbean","Unskilled","M",5,1,1
84133,43,166,"Latin America and the Caribbean","Unskilled","M",4,0,1
83690,43,165,"Latin America and the Caribbean","Unskilled","M",4,0,1
83025,43,163,"Latin America and the Caribbean","Unskilled","M",4,0,1
82361,43,161,"Latin America and the Caribbean","Unskilled","M",4,0,1
81697,43,159,"Latin America and the Caribbean","Unskilled","M",5,0,1
81033,54,157,"Latin America and the Caribbean","Unskilled","M",4,1,1
80368,44,155,"Latin America and the Caribbean","Unskilled","M",4,0,1
79704,44,154,"Latin America and the Caribbean","Unskilled","M",4,1,1
90333,37,221,"Eastern Europe","Skilled","M",NA,0,1
89890,37,223,"Eastern Europe","Skilled","M",4,1,1
89669,37,219,"Eastern Europe","Skilled","M",4,0,1
88562,37,219,"Eastern Europe","Skilled","M",4,0,1
88119,37,219,"Eastern Europe","Skilled","M",4,1,1
87455,37,217,"Eastern Europe","Skilled","M",4,0,1
86790,38,217,"Eastern Europe","Skilled","M",4,0,1
86569,54,217,"Eastern Europe","Skilled","M",4,0,1
85241,38,217,"Eastern Europe","Skilled","M",4,0,1
85019,38,216,"Eastern Europe","Skilled","M",5,0,1
83912,38,214,"Eastern Europe","Skilled","M",5,0,1
83912,38,217,"Eastern Europe","Skilled","M",5,0,1
83025,39,213,"Eastern Europe","Skilled","M",5,0,1
83025,39,209,"Eastern Europe","Skilled","M",4,0,1
82582,39,205,"Eastern Europe","Skilled","M",4,0,1
81254,39,201,"Eastern Europe","Skilled","M",4,0,1
105613,38,260,"Northern Europe","Skilled","M",NA,0,1
105170,53,260,"Northern Europe","Skilled","M",5,0,1
104949,54,260,"Northern Europe","Skilled","M",5,0,1
105170,38,257,"Northern Europe","Skilled","M",5,0,1
104285,38,256,"Northern Europe","Skilled","M",5,0,1
103620,38,253,"Northern Europe","Skilled","M",5,0,1
103177,38,253,"Northern Europe","Skilled","M",5,0,1
102734,38,251,"Northern Europe","Skilled","M",5,0,1
102513,39,251,"Northern Europe","Skilled","M",5,0,1
102069,39,250,"Northern Europe","Skilled","M",5,0,1
101848,39,248,"Northern Europe","Skilled","M",5,0,1
117350,39,252,"Northern Europe","Skilled","M",5,0,1
115135,39,244,"Northern Europe","Skilled","M",1,0,1
108491,39,239,"Northern Europe","Skilled","M",6,0,1
99634,39,238,"Northern Europe","Skilled","M",5,0,1
98969,40,235,"Northern Europe","Skilled","M",5,0,1
73725,50,174,"Southern Asia","Unskilled","M",NA,0,1
73060,50,174,"Southern Asia","Unskilled","M",3,105,5
72175,50,173,"Southern Asia","Unskilled","M",2,10,1
71511,50,171,"Southern Asia","Unskilled","M",2,10,1
70403,51,165,"Southern Asia","Unskilled","M",2,10,1
69517,51,161,"Southern Asia","Unskilled","M",2,1,1
68632,51,162,"Southern Asia","Unskilled","M",2,10,1
67525,51,158,"Southern Asia","Unskilled","M",2,10,1
66860,51,155,"Southern Asia","Unskilled","M",2,96,5
65975,51,152,"Southern Asia","Unskilled","M",2,94,5
65089,51,149,"Southern Asia","Unskilled","M",2,93,5
64203,52,147,"Southern Asia","Unskilled","M",2,91,4
63538,52,140,"Southern Asia","Unskilled","M",2,1,1
62653,52,137,"Southern Asia","Unskilled","F",2,2,1
61767,52,136,"Southern Asia","Unskilled","F",2,14,2
60881,52,136,"Southern Asia","Unskilled","F",2,0,1
75497,47,190,"South-eastern Asia","Unskilled","M",NA,21,2
75054,48,190,"South-eastern Asia","Unskilled","M",1,21,2
74611,48,190,"South-eastern Asia","Unskilled","M",2,2,1
74168,48,186,"South-eastern Asia","Unskilled","M",1,20,2
73725,48,183,"South-eastern Asia","Unskilled","M",1,2,1
73282,49,180,"South-eastern Asia","Unskilled","M",1,20,2
72839,49,176,"South-eastern Asia","Unskilled","M",1,2,1
72397,49,176,"South-eastern Asia","Unskilled","M",1,19,2
71954,55,168,"South-eastern Asia","Unskilled","M",2,19,2
71511,50,166,"South-eastern Asia","Unskilled","M",2,2,1
71289,50,169,"South-eastern Asia","Unskilled","M",1,2,1
67082,50,168,"South-eastern Asia","Unskilled","M",1,18,2
70625,50,165,"South-eastern Asia","Unskilled","M",1,2,1
70182,51,163,"South-eastern Asia","Unskilled","M",1,0,1
69739,51,163,"South-eastern Asia","Unskilled","M",1,0,1
69297,51,164,"South-eastern Asia","Unskilled","M",1,2,1
75054,38,157,"Western Asia","Unskilled","M",NA,3,1
72839,38,157,"Western Asia","Unskilled","M",3,0,1
76382,39,159,"Western Asia","Unskilled","M",3,3,1
90776,39,162,"Western Asia","Unskilled","M",3,3,1
92990,39,161,"Western Asia","Unskilled","M",2,0,1
90776,39,161,"Western Asia","Unskilled","M",2,0,1
86347,39,159,"Western Asia","Unskilled","M",3,2,1
75939,40,159,"Western Asia","Unskilled","M",2,2,1
68411,40,158,"Western Asia","Unskilled","M",2,0,1
65754,40,158,"Western Asia","Unskilled","M",2,2,1
70403,40,157,"Western Asia","Unskilled","M",2,0,1
71289,40,154,"Western Asia","Unskilled","M",3,0,1
69739,40,149,"Western Asia","Unskilled","M",2,2,1
86347,54,146,"Western Asia","Unskilled","M",NA,2,1
81919,54,141,"Western Asia","Unskilled","M",NA,2,1
77490,41,140,"Western Asia","Unskilled","M",NA,2,1
102734,37,256,"Northern Europe","Skilled","M",NA,0,1
102291,37,256,"Northern Europe","Skilled","M",4,0,1
101848,38,256,"Northern Europe","Skilled","M",5,0,1
110707,54,254,"Northern Europe","Skilled","M",5,0,1
108491,38,254,"Northern Europe","Skilled","M",5,0,1
112921,38,251,"Northern Europe","Skilled","M",5,0,1
98969,38,248,"Northern Europe","Skilled","M",5,0,1
99191,39,248,"Northern Europe","Skilled","M",5,0,1
98526,39,244,"Northern Europe","Skilled","M",4,0,1
97420,39,244,"Northern Europe","Skilled","M",4,0,1
96755,39,243,"Northern Europe","Skilled","M",4,0,1
95869,40,238,"Northern Europe","Skilled","M",4,0,1
95206,40,235,"Northern Europe","Skilled","M",4,0,1
93877,40,231,"Northern Europe","Skilled","M",4,0,1
92990,40,230,"Northern Europe","Skilled","M",4,0,1
91662,40,228,"Northern Europe","Skilled","M",4,0,1
105170,37,226,"Western Asia","Unskilled","M",NA,0,1
104506,37,226,"Western Asia","Unskilled","M",4,0,1
104285,37,224,"Western Asia","Unskilled","M",4,0,1
103620,37,224,"Western Asia","Unskilled","M",4,0,1
103620,37,223,"Western Asia","Unskilled","M",4,0,1
103399,37,222,"Western Asia","Unskilled","M",4,0,1
102956,37,221,"Western Asia","Unskilled","M",4,0,1
101848,37,223,"Western Asia","Unskilled","M",4,0,1
108491,37,222,"Western Asia","Unskilled","M",4,0,1
108491,38,222,"Western Asia","Unskilled","M",4,0,1
99634,53,223,"Western Asia","Unskilled","M",4,0,1
101848,54,224,"Western Asia","Unskilled","M",4,0,1
98969,38,226,"Western Asia","Unskilled","M",4,0,1
98084,38,217,"Western Asia","Unskilled","M",4,0,1
98084,38,215,"Western Asia","Unskilled","M",4,0,1
97198,38,216,"Western Asia","Unskilled","M",4,0,1
105613,37,229,"Southern Europe","Skilled","M",NA,0,1
105170,37,229,"Southern Europe","Skilled","M",5,0,1
104728,37,231,"Southern Europe","Skilled","M",5,1,1
104063,37,232,"Southern Europe","Skilled","M",5,5,1
104063,38,230,"Southern Europe","Skilled","M",5,5,1
103620,38,230,"Southern Europe","Skilled","M",5,5,1
103177,54,229,"Southern Europe","Skilled","M",5,0,1
102956,38,229,"Southern Europe","Skilled","M",5,5,1
102513,38,227,"Southern Europe","Skilled","M",5,0,1
102291,38,226,"Southern Europe","Skilled","M",5,5,1
117350,38,223,"Southern Europe","Skilled","M",5,5,1
119564,39,221,"Southern Europe","Skilled","M",5,5,1
99412,39,219,"Southern Europe","Skilled","M",5,0,1
99634,39,216,"Southern Europe","Skilled","M",5,0,1
99191,39,213,"Southern Europe","Skilled","M",5,0,1
98306,39,212,"Southern Europe","Skilled","M",4,0,1
91219,40,188,"Latin America and the Caribbean","Unskilled","M",NA,0,1
90333,40,188,"Latin America and the Caribbean","Unskilled","M",3,0,1
89890,40,188,"Latin America and the Caribbean","Unskilled","M",3,0,1
89226,40,188,"Latin America and the Caribbean","Unskilled","M",3,0,1
89004,41,188,"Latin America and the Caribbean","Unskilled","M",3,0,1
88562,54,187,"Latin America and the Caribbean","Unskilled","M",3,0,1
87898,41,187,"Latin America and the Caribbean","Unskilled","M",3,0,1
87455,41,186,"Latin America and the Caribbean","Unskilled","M",3,0,1
86790,41,185,"Latin America and the Caribbean","Unskilled","M",3,0,1
86347,42,185,"Latin America and the Caribbean","Unskilled","M",2,0,1
85241,42,184,"Latin America and the Caribbean","Unskilled","M",3,0,1
84798,42,169,"Latin America and the Caribbean","Unskilled","M",3,0,1
84355,42,178,"Latin America and the Caribbean","Unskilled","M",2,0,1
84133,43,176,"Latin America and the Caribbean","Unskilled","M",3,0,1
83468,43,166,"Latin America and the Caribbean","Unskilled","M",3,0,1
83247,43,172,"Latin America and the Caribbean","Unskilled","M",3,0,1
107828,47,217,"Eastern Asia","Skilled","M",NA,0,1
107385,47,217,"Eastern Asia","Skilled","M",1,0,1
107385,47,217,"Eastern Asia","Skilled","M",1,0,1
106942,47,217,"Eastern Asia","Skilled","M",0,0,1
105170,47,215,"Eastern Asia","Skilled","M",1,0,1
106277,48,215,"Eastern Asia","Skilled","M",5,0,1
106277,48,214,"Eastern Asia","Skilled","M",5,0,1
105613,48,214,"Eastern Asia","Skilled","M",5,0,1
105391,48,214,"Eastern Asia","Skilled","M",5,0,1
104949,48,213,"Eastern Asia","Skilled","M",5,0,1
104063,48,213,"Eastern Asia","Skilled","M",5,0,1
104285,48,212,"Eastern Asia","Skilled","M",5,0,1
103842,49,212,"Eastern Asia","Skilled","M",5,0,1
103620,49,210,"Eastern Asia","Skilled","M",4,0,1
102956,49,209,"Eastern Asia","Skilled","M",4,0,1
102069,49,208,"Eastern Asia","Skilled","M",4,0,1
86569,36,192,"Western Asia","Unskilled","M",NA,0,1
86347,37,192,"Western Asia","Unskilled","M",4,0,1
86126,37,192,"Western Asia","Unskilled","M",4,1,1
85683,37,190,"Western Asia","Unskilled","M",5,1,1
85462,37,192,"Western Asia","Unskilled","M",5,1,1
85019,37,193,"Western Asia","Unskilled","M",5,0,1
84798,53,198,"Western Asia","Unskilled","M",5,1,1
84355,54,198,"Western Asia","Unskilled","M",5,1,1
84133,38,198,"Western Asia","Unskilled","M",5,1,1
83690,38,199,"Western Asia","Unskilled","M",5,0,1
82804,39,200,"Western Asia","Unskilled","M",5,0,1
83025,39,197,"Western Asia","Unskilled","M",5,0,1
82582,39,193,"Western Asia","Unskilled","M",5,0,1
82140,39,191,"Western Asia","Unskilled","M",6,0,1
81697,39,187,"Western Asia","Unskilled","M",6,0,1
81254,40,186,"Western Asia","Unskilled","M",6,0,1
81919,40,214,"Central Asia","Unskilled","M",NA,1,1
77268,40,214,"Central Asia","Unskilled","M",2,1,1
76382,40,214,"Central Asia","Unskilled","M",2,0,1
75497,54,210,"Central Asia","Unskilled","M",2,1,1
74168,41,207,"Central Asia","Unskilled","M",3,0,1
72617,41,208,"Central Asia","Unskilled","M",2,1,1
72617,41,209,"Central Asia","Unskilled","M",2,0,1
69960,41,209,"Central Asia","Unskilled","M",2,0,1
67082,42,210,"Central Asia","Unskilled","M",2,1,1
66417,42,206,"Central Asia","Unskilled","M",2,0,1
65532,42,201,"Central Asia","Unskilled","M",3,0,1
65754,42,197,"Central Asia","Unskilled","M",2,0,1
65089,42,192,"Central Asia","Unskilled","M",2,0,1
65754,42,187,"Central Asia","Unskilled","M",2,1,1
65089,42,183,"Central Asia","Unskilled","M",2,1,1
63981,43,180,"Central Asia","Unskilled","M",2,1,1
62874,49,169,"Sub-Saharan Africa","Unskilled","M",NA,4,1
61767,49,169,"Sub-Saharan Africa","Unskilled","M",3,0,1
61103,55,169,"Sub-Saharan Africa","Unskilled","M",3,4,1
59995,55,169,"Sub-Saharan Africa","Unskilled","M",3,4,1
58003,50,169,"Sub-Saharan Africa","Unskilled","M",3,3,1
61989,50,169,"Sub-Saharan Africa","Unskilled","M",2,0,1
53352,50,164,"Sub-Saharan Africa","Unskilled","M",2,0,1
50695,50,161,"Sub-Saharan Africa","Unskilled","M",2,3,1
48259,50,157,"Sub-Saharan Africa","Unskilled","F",3,0,1
44937,50,152,"Sub-Saharan Africa","Unskilled","F",2,0,1
42280,51,151,"Sub-Saharan Africa","Unskilled","F",2,0,1
39845,51,143,"Sub-Saharan Africa","Unskilled","F",2,0,1
38515,51,135,"Sub-Saharan Africa","Unskilled","F",2,0,1
37851,51,139,"Sub-Saharan Africa","Unskilled","F",2,0,1
37408,51,137,"Sub-Saharan Africa","Unskilled","F",3,3,1
37408,51,137,"Sub-Saharan Africa","Unskilled","F",3,0,1
69297,33,178,"Micronesia","Unskilled","M",NA,0,1
68854,33,178,"Micronesia","Unskilled","M",0,0,1
68189,33,178,"Micronesia","Unskilled","M",0,0,1
67968,33,178,"Micronesia","Unskilled","M",1,0,1
67525,33,178,"Micronesia","Unskilled","M",1,0,1
67082,34,178,"Micronesia","Unskilled","M",1,0,1
66860,34,178,"Micronesia","Unskilled","M",7,0,1
66639,34,174,"Micronesia","Unskilled","M",7,0,1
66417,34,177,"Micronesia","Unskilled","M",8,0,1
66417,34,180,"Micronesia","Unskilled","M",1,0,1
66195,34,181,"Micronesia","Unskilled","F",1,0,1
65975,35,184,"Micronesia","Unskilled","F",1,0,1
65754,53,174,"Micronesia","Unskilled","F",6,0,1
65532,35,176,"Micronesia","Unskilled","F",5,0,1
64867,35,161,"Micronesia","Unskilled","F",5,0,1
64424,36,156,"Micronesia","Unskilled","F",5,0,1
87898,35,194,"Western Asia","Unskilled","M",NA,NA,NA
87676,53,191,"Western Asia","Unskilled","M",2,NA,NA
87455,53,192,"Western Asia","Unskilled","M",1,NA,NA
87012,35,193,"Western Asia","Unskilled","M",1,NA,NA
86790,35,195,"Western Asia","Unskilled","M",1,NA,NA
86347,36,197,"Western Asia","Unskilled","M",1,NA,NA
86126,36,198,"Western Asia","Unskilled","M",2,NA,NA
85904,36,200,"Western Asia","Unskilled","M",1,NA,NA
85683,36,201,"Western Asia","Unskilled","M",1,NA,NA
85462,36,203,"Western Asia","Unskilled","M",1,NA,NA
85462,36,205,"Western Asia","Unskilled","M",1,NA,NA
85241,36,207,"Western Asia","Unskilled","M",1,NA,NA
85019,36,203,"Western Asia","Unskilled","M",2,NA,NA
84798,36,201,"Western Asia","Unskilled","M",2,NA,NA
84576,37,202,"Western Asia","Unskilled","M",2,NA,NA
84576,37,203,"Western Asia","Unskilled","M",1,NA,NA
79925,42,191,"Central Asia","Unskilled","M",NA,NA,NA
95206,43,188,"Central Asia","Unskilled","M",4,NA,NA
92990,43,185,"Central Asia","Unskilled","M",4,NA,NA
77268,43,183,"Central Asia","Unskilled","M",4,NA,NA
76161,43,180,"Central Asia","Unskilled","M",3,NA,NA
74833,54,181,"Central Asia","Unskilled","M",4,NA,NA
74168,54,184,"Central Asia","Unskilled","M",4,NA,NA
72175,44,186,"Central Asia","Unskilled","M",4,NA,NA
71289,44,186,"Central Asia","Unskilled","M",4,NA,NA
70182,44,185,"Central Asia","Unskilled","M",4,NA,NA
70625,44,184,"Central Asia","Unskilled","M",3,NA,NA
71068,44,185,"Central Asia","Unskilled","M",3,NA,NA
69960,45,181,"Central Asia","Unskilled","M",3,NA,NA
70182,45,180,"Central Asia","Unskilled","M",3,NA,NA
71289,45,177,"Central Asia","Unskilled","M",3,NA,NA
69960,45,172,"Central Asia","Unskilled","M",3,NA,NA
87676,38,226,"Northern Europe","Skilled","M",NA,0,1
87233,53,226,"Northern Europe","Skilled","M",3,0,1
86569,54,219,"Northern Europe","Skilled","M",3,0,1
85904,38,220,"Northern Europe","Skilled","M",3,0,1
85462,38,223,"Northern Europe","Skilled","M",3,0,1
83690,38,226,"Northern Europe","Skilled","M",4,0,1
83247,38,230,"Northern Europe","Skilled","M",4,0,1
81697,38,229,"Northern Europe","Skilled","M",4,0,1
95206,39,228,"Northern Europe","Skilled","M",4,0,1
88562,39,228,"Northern Europe","Skilled","M",4,0,1
90776,39,224,"Northern Europe","Skilled","M",4,0,1
79704,39,220,"Northern Europe","Skilled","M",4,0,1
95206,39,216,"Northern Europe","Skilled","M",3,0,1
84133,39,212,"Northern Europe","Skilled","M",4,0,1
77268,39,205,"Northern Europe","Skilled","M",3,0,1
79704,39,199,"Northern Europe","Skilled","M",3,0,1
88341,36,194,"Western Asia","Unskilled","M",NA,0,1
88119,36,194,"Western Asia","Unskilled","M",4,0,1
88341,37,194,"Western Asia","Unskilled","M",4,0,1
88562,37,194,"Western Asia","Unskilled","M",4,0,1
88562,37,193,"Western Asia","Unskilled","M",4,0,1
88341,37,194,"Western Asia","Unskilled","M",4,0,1
87898,37,193,"Western Asia","Unskilled","M",4,0,1
87455,37,192,"Western Asia","Unskilled","M",5,0,1
87233,37,190,"Western Asia","Unskilled","M",5,0,1
86569,38,193,"Western Asia","Unskilled","M",5,0,1
86126,53,199,"Western Asia","Unskilled","F",5,0,1
85683,54,205,"Western Asia","Unskilled","F",5,0,1
85241,38,212,"Western Asia","Unskilled","F",5,0,1
