"iid","gender","department","level","sentiment","intention"
"886d430a1ba765fc9b9d8a2092c09303","F","HR","Low",9,2
"99172ace95ecf2f2f6b75d93810bb311","M","IT","High",7,2
"938874104701e1216805b3cdca06621d","F","HR","Low",10,3
"5de7de3b7700073dce02b0521ca31f34","M","IT","Low",8,2
"5de535f85e0e3c04c5b3366db9b0cf47","F","HR","Medium",8,8
"2a4a7ac6642a9b1600332a6bffa10261","M","Finance","Low",3,5
"965475b97990b717f91745ee69cc7d19","F","IT","Low",8,2
"ce4b4559a8832fb579085e400cdeecac","F","Finance","Low",7,9
"454743d520f1c70043e5a9c454f3821a","M","Finance","Medium",8,7
"28f283af1ab8977b45d330b856547b47","F","Finance","High",8,4
"60ceaa0acb586808a40edbe16fd541af","M","IT","High",9,3
"f01043ba765c2d4c5b13cee4d889b8a1","F","Finance","Medium",3,8
"60803736b2dcde281e42bd841f3578f8","M","HR","Medium",10,5
"7ec79e812eabdc461469452115b2c7c7","F","HR","Medium",9,6
"3fec4d554bd21bac98c276ed294c2edf","F","Strategy & Operations","Low",2,9
"51672b4fe1e7f29c734ef513ea7c2b9b","M","IT","Low",9,3
"8aa896c4167eeeae1ce3eeb07f3dc268","M","HR","Medium",9,3
"fd0c87dfaa1b6cc3c577b26fd3a45409","M","Finance","Low",7,3
"219e311b222e9e49b5e70802daca1caf","M","HR","Low",7,7
"8129f632ff08b43807f9eb99a662b510","M","Strategy & Operations","Low",2,6
"e2d46af641b4c4921027470d7f0cd223","F","Sales/Marketing","Medium",6,7
"0ddc4a63af70900951990d6c206390ab","M","Finance","Low",7,1
"07f457eb181bd713390d8c218bc557b1","M","HR","High",9,3
"ead38f7555283380ac416cc71dd850a4","M","HR","Low",10,3
"90e560cbffced1fd81a3ba0ad68a2f4f","F","HR","High",9,5
"34c6514cadbdfaaa910aaa745829a93b","F","HR","Low",8,6
"d7055ac88f57672fea7311bfa3134709","M","Finance","Low",7,10
"ca6ac69cfa9ddd3db424d6492bd1682f","M","HR","Low",7,4
"14e8060711f95f53a32c97fa7ac0ada4","M","IT","High",7,2
"d0b5723dcf63d0b12619302562a1752c","M","HR","Low",10,3
"3732e081a1450bacb75a6a627fd0bc9b","F","IT","Medium",7,4
"af001a10f8453a9f7302039ae3485c45","M","Finance","Medium",10,6
"92d4c96be2b5fc8dd098ce3d8070c389","M","HR","Low",8,1
"e0d7c132f33b30606d5e99879ee6ac85","F","Finance","Low",8,3
"e190eea8e93d451c6556aeaae07ed0cb","M","Finance","Low",1,5
"9bab3e4d2d89976722ca872f6f0e5770","F","Finance","Low",7,6
"0a2bb6692aedf37f4c55e599965f7924","M","IT","High",8,3
"d145f101e4fc10fc2d48ba015282e9ae","M","Sales/Marketing","Low",8,3
"77bf10c1f4b86bc4ad2e6830d97983ad","M","HR","Medium",7,4
"aa96634ee84ba24275805c2d8e19f9df","M","IT","High",10,8
"4b7939b74064416dddb6ce9994923bba","M","Finance","Low",7,5
"22aa9dd4d101f5a99fce7a6b326aa859","M","HR","Medium",8,4
"e67abbfa3b45105dd9e16ac1aa033717","M","Finance","Low",10,1
"cfa14b8ee9f8732bf08ec3da8c2b24fe","F","HR","Low",8,5
"34ad8cb71f10795f85b671ff36290ba7","F","HR","Low",8,2
"cad7b3084d68095d7df082cb416a9a2c","M","R&D","Low",10,4
"60acb70fd63bdc1200bf6e8b7c7e2e42","M","Finance","Low",4,2
"f020132723b265081b3f72a04bc3e959","M","Finance","High",7,4
"ded7b37e4873e62bc5411eee0dc70838","M","Finance","Low",9,3
"e1886b72905b21ae5d54461b5c081f6f","M","IT","Low",8,1
"5e1ac6d8fd7bfd1c67b88d25c0347d4a","M","HR","Low",2,2
"0a5f59089f78cb3b8a8ab938c70ad961","F","Strategy & Operations","Low",9,5
"2deea1b95000e815ac6da6fd13b49cbc","M","R&D","Low",2,8
"ccbaa003a6adc622f5c8bb316b9ee2af","F","HR","Low",8,4
"a325b9f37ba29651366b43c5463dc33c","M","Sales/Marketing","Low",8,6
"cc1caeb404575a9a85f1e5995c4dc40c","F","HR","Medium",7,4
"691f66d955cf3024eb9754fee44258b7","M","Sales/Marketing","Low",6,5
"8ceaf0d6f2d8f2894705f5891dff696b","M","IT","Low",7,4
"fd32246a1aaeb2c9b47ebe78205106c0","F","Finance","Low",8,2
"6378d5123b19d36726cb910471d90c40","F","Finance","Low",7,2
"e9ebaa37526de1054e8183971da55d1d","F","HR","Medium",8,8
"237e989262c420b9c8c697eb8b734806","M","HR","Low",9,9
"36ace8d228770bef349b9eeb56e74458","M","IT","Low",8,2
"f48e79b8710c521844da98d342714e38","M","Sales/Marketing","Medium",8,4
"61908e8f9c7e9df84ea63258f921c59a","F","Sales/Marketing","Low",7,3
"6b1c62c4b5780033af5a1463e0b117b5","M","HR","Low",7,5
"3fbdf0a6ca575b4d2262583baf0925d2","M","HR","Medium",8,4
"51c0155134245a11664ed6a6ee22d575","F","Finance","High",7,7
"155df1e33473aa81b989337d92571e97","M","HR","Low",7,4
"e706f9babd048b7f8911ccac91796f9b","M","HR","High",8,3
"e8d2bdd9a8a37ea19c54724e5239dd72","F","HR","Low",7,7
"db54d8d5675221eb232effcab05f2641","F","Sales/Marketing","Medium",7,3
"479d263d6d9397d75bcf068f56b55542","M","HR","Low",8,1
"0a8357748838c157e2ae3430739574e9","M","HR","High",7,2
"a4a6a4904499a0e0161c6acbccf98753","M","R&D","Low",3,1
"6474ca217e9be0105c49bd8147bf56dd","M","HR","Low",10,3
"835c5f0ad5b06cca225d5fcf6fbac2a3","M","Sales/Marketing","Medium",10,3
"b06d5a943852b86eaa95065fd7151106","M","IT","Medium",8,4
"2e79a852c93524b1d80fc226c2bf4924","F","HR","Low",8,2
"07c321a0706fbd117125e01872672182","M","HR","Low",4,8
"f73e2010256ed2ddf45027cc31dadc98","M","Finance","High",8,4
"0ed997a32550b600ac9720c046237de2","M","HR","Low",7,2
"4d3fa4d290c43c3fb8f5c7a4d8671697","M","Finance","Medium",7,4
"c9b852135443bd155ba584a4a8339db3","M","HR","Low",7,4
"cf60bb4807f43f2332b11c7774e9306c","F","Finance","Medium",7,9
"a5c9a0110f33e85840275cf5a3643b9b","M","HR","Medium",9,3
"44ba458f068975fa9d82957cd94f779d","M","Finance","Medium",4,6
"0686dfc65487426b26adc7ba47ff0f18","M","IT","Low",10,2
"83c97dbad508aa2e601a5cf59fef43a3","M","IT","Low",4,9
"23e2fe5f3b380dd8777c9fd6ee02e8f7","F","Finance","Low",10,3
"40d67aac14906c949f5d03337563331a","M","HR","Medium",8,8
"24f1a1df545061d07edd0c92f10c8d3d","M","HR","High",7,3
"0ca115774533680f660d743f80478bf8","M","HR","Low",8,2
"5b9d6fdae87702eb9f620322c5087dee","M","Sales/Marketing","Medium",8,8
"16ae99c4e1fd0b2a3232c82372672f06","M","Finance","Medium",7,5
"5f30cf7a93b04c9fc833fe20214e0f4f","M","Finance","Medium",5,5
"22457ca69bd9370bf58321ba00d16232","M","Finance","Low",7,2
"271947ec4a6ecd4c0facaaf532bb0061","M","HR","Medium",8,3
"ea5a2149b2f5d1cfe07617c504aae221","F","Finance","Medium",8,3
"2a2d5d9e75d55b051a527b3e9e159f0f","F","IT","Low",8,3
"e7007e43222e5a3997983fbe6e0cedf6","M","IT","Low",7,2
"916f53b4b8e6f787131891902960131c","M","IT","Medium",10,3
"19e7bceb8151b3328e26fe6b8eb202e2","M","HR","Low",8,5
"375e0d6160b2ac3f28a923fcbf2c3c2e","M","Finance","Low",7,7
"3ce800c1172489a3775d0f3fc51b2e4d","M","HR","Medium",9,3
"7543eceb49b625fa4d1ff3adb916e2eb","M","HR","Low",7,6
"1d0d8eb579d686543a14b93cbfb27fbb","M","HR","Low",7,1
"ade2d05eda412b13a1b528e82104c3a6","M","HR","Low",6,2
"c130509faf31d410dd4ad00560421674","M","Finance","Medium",8,4
"4fc01ac019b1edae8c69b5bca83832a1","M","R&D","Low",8,2
"8c1ef5781696fcb8cc8397260f417fd0","M","Strategy & Operations","Medium",9,3
"6228f115cfcd0a4ff4410802fdfd2c41","F","Finance","Low",5,2
"46c310e2b43adb8532ffc4d917ca8efc","F","Finance","Low",8,7
"14870f98c1d5ddc9a95d33dbe0c37331","M","Finance","High",8,4
"c019582f79784e12f433328e5fa1bee7","M","HR","Medium",10,8
"eb10900dc7725170ca5c62bdfeb16ae1","F","HR","High",8,8
"c78db835e4da5e7312b7b29ea35ecf2e","M","IT","Medium",6,2
"71a3b2e71cac367e44cf8130b062aaa7","M","R&D","Low",8,4
"14c041b6370679042e1d7473d251d54b","F","Finance","Low",8,2
"5ce19b157e0941af1aa9c138244d75f9","M","Sales/Marketing","Low",10,2
"eec53775d4744de711db086bce2bab56","M","Finance","Low",4,3
"e08985c640bef7261fbd7b1b29d0eeeb","M","Strategy & Operations","High",5,7
"f028bf722c6f37c8dc3d43a59f28995c","M","IT","High",10,3
"52a432c3f217757eac11f1dfe1f0530b","F","Finance","Low",7,5
"c594f7ff1ea7b075ac7dd43651daed3e","M","Finance","Low",7,7
"64c5817c87cccc8435cc1f1c08aea820","M","IT","Low",10,2
"a98cdb2b9fe5b158cdeb3303125fb991","M","HR","Low",10,2
"849b51b0430e04881f99623d41897126","M","Sales/Marketing","Medium",9,4
"d6004d51c2bf48e9a2b94d9bbcfc5f65","M","Finance","Low",6,4
"47973ddd33e5cfd09561c63136d7ad47","M","Sales/Marketing","Low",8,3
"3a08cef274064d342eab4537b56abee3","M","Sales/Marketing","Low",6,4
"215b849138679057f2ab02e34b8f87e6","M","HR","Medium",8,4
"e9f82e323b34eeeca65c2758413ce2eb","M","HR","Low",8,3
"2f4ce73403931eafd2a89982b7edd379","M","Finance","Low",10,3
"7f76d7b2eaaed6b8a5f68c14013f4a79","M","HR","Low",7,5
"3ffd78abb00ba2505dd0a89a42a0be66","M","HR","Low",4,5
"4e3b8f77ada06d75064732fc05172446","M","HR","Low",7,6
"0a5fdadcf7e7296aa241c9d99ac07c9d","M","HR","Low",7,4
"2af85c1ab0c6a1383367b6da5d0a4381","M","IT","Low",6,7
"c1d90a064f50a1c08d1c3972600b4e70","M","HR","Low",8,6
"23c30b057ddd89241e98ddd13f0fb84a","F","IT","Low",4,4
"42001609bae283b13eb241312aa8e335","M","IT","Low",8,4
"ed1119b3f4bc6246be3a3e9658726331","M","Sales/Marketing","Low",10,2
"e20baf1a3bcfe835c7c21f24ef18bf33","M","Finance","Low",8,7
"cf6da848cd6595b43b64dc5d4b9cd1e6","M","Finance","High",6,7
"2cd1a9e53ebc7507f16bed20a7635d30","F","Finance","Low",7,5
"6f9949046e237ba207d6a08799aae2a4","M","HR","High",9,9
"25b1c9269978013b8f041ecd8c770236","F","Finance","Low",8,5
"7060588d1626260117be308ba754facd","M","HR","Low",8,3
"2eab9a16613ddc099591f69ad4854292","F","R&D","Low",6,4
"009f68ecc3b8ccae2e780a5cf1e7715b","F","IT","Low",8,3
"3017e0fa30f9835da74213b01d1f125d","M","Finance","Low",9,1
"7b86bb54894b67ee239e79d542226027","F","HR","Low",8,3
"94c3323aab77617b463f303f9bbd261a","M","HR","High",10,3
"4fb8654d21c80675514939ecab55ceb7","M","IT","Low",10,1
"54a861455b0378c5262f3ddcf4ac584f","M","HR","Low",10,4
"4702b4652792e85fe284861c4829ce89","F","Finance","Low",7,2
"43fc3b3885034ab41ad5e12df24763d8","F","HR","Medium",7,4
"0d4ebc2132a8bdb21ab8decc4229a885","F","HR","Low",8,2
"dda54af9d55a1f4c885f659e68e2cc3e","M","Finance","Low",7,7
"0b6706098a16647686f803709108d32a","M","HR","Medium",2,4
"94cde091a110e14d1eb88e8fe89f1145","F","HR","Low",7,4
"e9cb30e46604fed99c0bf4487d93b6ff","F","R&D","Low",7,8
"17699fe843c7c863b9807483f14090a0","M","Finance","Low",7,4
"7e8ee6b9661bbfd09f23a63976d922ac","M","IT","Low",8,4
"d680c1dbaf49d784f59326572488c5bf","M","Finance","Low",8,3
"23820848ca8d7d340c516a67245e5606","M","Sales/Marketing","Medium",7,4
"dc9353d5676c801df27e0f9980ae3a3a","M","HR","Low",7,4
"73deeed2843f2f2025be672c71c96900","M","Finance","Low",10,3
"34e12d8be2199b0e7f7ab3ef927590e1","M","IT","Medium",9,3
"a90b07a43fcbf20e44cc7793acb8b8de","M","Finance","Low",10,2
"f01f034e7d58a52982b1a31f31a1ac4c","F","R&D","Low",4,7
"47f0c302f358c360480e11b98bed263e","M","HR","Low",7,5
"c9a654f0e459c62254b0665183f1ddd7","M","Finance","High",7,4
"da0bad86badec6d6d7b7126d4815caca","M","Finance","Medium",2,3
"21e28afaaf8c0a00946b16e28b766e61","M","HR","Low",10,3
"21bb7e68487afb533dc21c37f98b754e","F","HR","Low",7,2
"6ff4a16783cebf33d447302ea17cc04b","M","Finance","Medium",9,2
"8978effa6861986bef2a068251385684","M","IT","Low",6,4
"16ae16aca107637d2fb96231d2662e8d","F","Finance","Low",10,4
"20fb546f7901b4c1ef031c52fb5d357b","M","Finance","Low",7,8
"84e7d3def8a87844409692d4e9c54051","M","HR","Low",8,2
"a3ef4f73ede6e4309587e7b2862bfb35","M","Strategy & Operations","Low",8,4
"6f446d05707f8a46029f5dac04345911","M","HR","High",6,6
"5e95188a4a60a37512fab71f0607f2e0","M","Finance","Medium",8,2
"af4b929d96c29f3b106bf3a8d9253cd7","F","Finance","Low",7,2
"fb4b29a9c07d30a7881b7607b2b48cd7","M","Finance","Low",9,2
"d95a2576d6d5f20c3ba92d724d0a04a8","M","IT","Low",8,7
"7efe1906bb033c00876459e334610ab8","M","Finance","High",4,7
"6eadbbe9d99a4038a80d6c533374b80a","M","Sales/Marketing","Low",10,3
"a70d4c955a74481647743e7af846783e","M","HR","Low",4,7
"f5aefacf854371c84492336e673c03c9","M","Finance","Medium",8,7
"e2ec32b38bae7d562404a5973d62b65e","M","Finance","High",5,6
"06615e48c116fefe19d6e1ec626cab6c","M","Strategy & Operations","High",7,6
"6d30e6acdc6442d4ed72d79f2fd79d05","F","IT","Low",10,2
"b391072581458f4f590fc8a919e917c3","M","Sales/Marketing","Low",8,3
"5264f64f6fbc55257fcae279a4ce417a","M","HR","Low",9,1
"0fe874ed69b82002d1319134583c5835","M","IT","Medium",8,4
"c48248e16561218a818bd912ab991e3a","F","Finance","Medium",6,8
"b92b8dfd0fdfed971320aa77cf98fa11","M","HR","Medium",9,5
"fbfbc202d1cd1eeff30684397c0523e3","M","HR","Low",10,2
"de261698840af128438a47bf710dd015","M","Finance","Medium",10,3
"74b576a6139312b6028f1c17f0abd583","F","HR","Low",9,1
"a482a93f7da3c691f32773faac65d40a","F","HR","Low",8,3
"967374362b152b214cecd4e0b3c8f846","M","HR","Low",7,2
"9663c67ffd2faeb089d2bb2f63b4cd56","M","R&D","High",10,5
"b598b631a3d7a19297f2f497414998e3","F","Sales/Marketing","High",10,3
"3a3784d89152ed96a5e9f58eca8bf765","F","Finance","Low",7,5
"7d06691b0c9115011dfc2baee8c2d62e","F","HR","Low",2,10
"f969bcc47b4a0af42a7ba30793405887","M","Finance","Low",10,5
"61f459ae7987e27486574305eff78bb0","M","IT","Low",7,7
"1dd1fce60d57ce733a84c5acaef4277d","F","Finance","Low",8,2
"1da1aee0ea4fbaa7f020a4706071b042","F","IT","Low",8,3
"77fdb8d6913a149f74e3140a550e31f9","M","HR","Low",10,2
"def7b9dc6289aeafe9f5dd33ed9133b6","M","Finance","Low",8,2
"f073ba72efc1cce7b01115ee62d90b89","M","IT","Medium",2,7
"a0a7ef4073cdd726eb7251bb638dff4e","M","R&D","Low",8,8
"67ca85b39482ddf5487b339bfed0ec44","M","HR","Low",7,8
"d421838de9e42665764cda34329b48c2","M","HR","Low",10,2
"4f42a787d1adef387589773544e9a13e","M","HR","Low",7,2
"c851134145f9c496490e2d59baa5ffac","M","Sales/Marketing","Low",8,2
"557a2ad842bed03b0f0d2b429dbd102c","M","Finance","Low",6,5
"1d3f38d630ecb424a8fccd9323571cfd","M","Sales/Marketing","Low",10,5
"23c89a74427caa4101a1f06ff606283f","M","Finance","High",10,2
"2ad1fb419022792515a78f4ceb6851b4","M","Strategy & Operations","Low",10,3
"099cfbb8ada140d76d4a4597a30f00f8","M","R&D","High",10,3
"32f5f7dedf8039770b0a1567d910f65e","M","HR","Low",8,4
"c1f5f8b85453c0915e229d7e9a09791e","F","IT","High",8,1
"2f14df6f0536dfce95956fc87b6522e7","F","Sales/Marketing","Low",8,2
"1522f2ed742cd44d5426740712606794","F","Finance","Low",8,9
"5afdb93d4c8f8d5b0d406b6182344950","M","Sales/Marketing","Low",2,4
"e6c9e35c45055b9bba2d8a97c925e6f0","F","Finance","Low",7,3
"848a2b47a3f71bbd2414ef4d2e774dc1","M","HR","Medium",8,5
"2325c39d42e060a6814a6d075e1d937a","F","Sales/Marketing","Low",10,3
"dc13fec1e78a1c908defc0f9871c1e65","M","IT","Medium",1,3
"93fe07231f556d49b3c67ae1e4af2756","M","HR","Low",9,1
"276564641eb3ecf601e61833d3112a5d","M","IT","Medium",10,4
"70463784c92e5a4acec36dc482e75039","F","HR","Low",9,5
"f02e25b31f6202195902dc2f45b458af","M","HR","Medium",3,6
"a690d27f23322187b48b7135822e7162","M","R&D","Low",10,3
"07abccb0dc7f51e89a679f77e52ab40c","F","R&D","Low",8,2
"836d8e4662f29b3620723cb4f145565b","M","IT","Low",7,4
"3ff7b2d4b7f0f09aad25ee54100bfa0e","M","HR","Low",8,3
"d8a51b18d9a2629cdce9be7d9cce93be","M","Finance","Medium",10,3
"771d4a63632ba0c895071ce4273fc9dd","M","IT","Low",8,3
"e3c3879cb1a3e0a7551748da5d8fa767","M","Finance","Medium",8,3
"c8f61dc011965ca0dbcc878ed20e3b1e","M","Finance","High",10,5
"de7fb955d7212088fb274c344633b91a","M","Finance","Low",7,10
"2a3b8869f490221e2fbc822cc7e24a72","M","HR","Low",6,2
"a5648993be1bc0d0b1204f184fad0f6b","M","Finance","Low",7,4
"a241db748469a37c86015432de921ab9","F","IT","Low",7,2
"6479f20ebad5ae1a92aa02d650151e22","F","HR","Low",8,4
"812a7afc03eff7d11257b9e70185aa21","F","Finance","Medium",5,4
"2389572d1208ee3db4f133879f6c112d","F","Finance","Low",10,4
"9865b07dabb98a448e82156bd0087d7d","F","HR","Low",7,5
"305cb03d40b6982af18c7d273c76f4e5","M","IT","High",10,3
"d819302a2e745117705783a3839d7d0e","M","HR","Low",6,4
"73dec4a886a5404c09940ff4eb3f64ef","M","Strategy & Operations","Low",10,3
"ee2d2759751b13c01cf79175d7e9b651","F","Finance","Low",8,2
"4f08013a6bbac32320e73cabe944e4aa","F","Finance","Low",8,3
"68fa8e31dff07265c472da3896fb643e","M","Finance","Medium",9,1
"468089994c955730a972a2b9e016f199","M","Sales/Marketing","Low",8,1
"c45a0b7e80fe6efa857a5e904e8e6c1d","M","IT","Low",6,4
"334be52305ee670acc79bf4d085c5835","M","HR","Low",8,4
"b81bcc43857773e988f450c5a4613e61","M","HR","Medium",7,7
"cbb6734f9964f7d8ef151226a288b4a1","F","HR","High",8,4
"b163c96eead79d229bf3052602666456","M","HR","Low",10,1
"b948a8106559f0b83d96f969ede66452","M","Strategy & Operations","Low",8,3
"1ec463ee011c3be546097fc97c648242","M","HR","Medium",9,2
"8df9ac1a1014f4371a9949810cf99fcc","M","HR","Medium",7,4
"ce8213f808043b2f52e92d97bf064118","M","HR","Low",8,3
"35d24ee06ce2dcf69dc6be47b80e4fa9","M","Finance","Medium",6,10
"1a61867da4e9fd6eec6594a65b761a15","F","Finance","Low",10,4
"cd6fc9a7eb1033c7c717f99761611239","M","Sales/Marketing","Low",7,4
"e205fb32e13997f9c8e44a7230c606ac","M","HR","Medium",9,2
"a5b7ab20eac6f0dcc4967649c8e463b2","F","Sales/Marketing","High",7,5
"687792df37458e391fc4c1b5628378c9","F","Sales/Marketing","Low",7,2
"e4dcbd6836ea63fbe2685f8f5ef5ed30","M","HR","Low",9,1
"56ea2ff16ec339cda5f318ae1ee73f19","M","Finance","Medium",8,3
"6e6ef2d85b3ddb914897005cce6ed8ef","F","Finance","High",8,5
"69c31b331000275396bbdc77b3f9147e","M","R&D","Low",10,4
"1ec94cdcb7445ae9049b6456a325328c","F","Finance","Low",8,3
"62c7110e80a1c75962400b8c429a97b8","M","HR","Low",8,7
"511973e03b3d82e20b8e834565c751d7","M","Finance","Medium",8,6
"6f3cffb48dfd2f40c2dcb40aa53a0a9d","F","Finance","Medium",9,1
"0338c4d46df8bd3b5b675958dc3d8fd6","M","R&D","Low",7,9
"0ba1fa0f6c22ee0eb93ea396762e3066","M","HR","Low",7,4
"a2c293ff64303bb71232aa904f9315b1","F","Strategy & Operations","Low",10,3
"38887ac4df5d746a8e265c0addff1f2a","F","Finance","Medium",7,2
"97dd4737de4a643aed9bc1249ea1cd1a","M","IT","Low",7,4
"fc889e445f05f6922e032e5a840e8196","M","HR","Medium",10,4
"dd262e015649bb8106f3dafec22d6dc7","M","HR","Low",9,7
"7b29dc2fcff730975943be29ee947590","F","HR","Low",8,3
"3c1542dc2a986bb86e760b329bb3bb98","M","Finance","Medium",7,2
"785cafe5bdf23c879a365b49f36e99b7","M","Strategy & Operations","Low",8,1
"e240ce787eb95dddd33cfb6291a814de","M","Strategy & Operations","Low",8,3
"54170f1ee3d7fdc41156f9780d4f1432","M","Finance","Low",5,7
"f329721c75abc27fd52f78e5275ecf20","F","Finance","Low",7,4
"57c21bc496eb4eb4359257196f447084","M","HR","Low",8,3
"8a05a3a6d257661534b524417d78111c","F","IT","Low",10,2
"8dce07137f85cb16241e5a9de5c37f7b","F","Sales/Marketing","High",5,6
"dc3cc5be8cfb010d7f6abe51b2f2f62a","M","HR","Low",8,6
"3800779a25f8f468cba33c8484397fd4","M","IT","Low",7,5
"50224a4122c56e8a779dbc750d870030","M","HR","High",8,8
"2c6e89ad3164f4d35d0b14c186a88745","M","Finance","Low",4,3
"58b12dac17af5a98e94e92c4ed776963","F","HR","Low",7,6
"206b2a1e0fa914c458b71f1a28ca4d3f","M","HR","Medium",10,1
"cf40cbb7961e640e78c40c9131a834d3","F","Strategy & Operations","Low",8,4
"b5a7d7772d66221df6e36f3067ff54f2","M","HR","Low",7,3
"6cc9c1416b528ddbb8edc92c99923a5d","M","HR","Low",10,2
"57640d8d810e456d970da588603159ae","M","HR","Low",5,4
"ee7cb53fb1b8d21f52fa5203bd67e7c6","M","Finance","Low",8,4
"350b320de913cb8344933918a2ea8858","M","IT","Medium",8,3
"3209243b8e19bae2c53f8378307e52d1","M","HR","Low",7,5
"6625d928935577396729dd76b51dbe62","F","HR","High",8,3
"fc70f44d3b65494b91608c59d82525f1","M","HR","Medium",2,7
"8b34eb8f7769e2bc11769445a7df158f","M","IT","Low",7,8
"34006ad0fef06cb9874c28c91afef685","M","Sales/Marketing","Low",8,4
"6a1ec3f6eec5b1ea9b8696fed7ebfe9c","M","HR","Low",9,1
"2f84d33210bec7e19f77388c070a00fe","M","IT","Low",7,6
"a384ebf43b0af87b9cd2ccf1372815e0","M","Finance","High",10,1
"43edd3e0988ef56c76a67f9694aa046e","M","HR","Medium",7,4
"f47acbcb8ecdc6b1b2d7d1c07bf22a01","M","HR","Low",7,3
"73cc36960b45e40c0773e1ae9ed6d40b","M","Finance","High",8,2
"9b50f1402c3c68fb26f2c3a82900c22f","F","IT","Low",4,2
"4fc13599a706354f545ffa2ba7ddc947","M","Sales/Marketing","Low",7,5
"3f83b8d42f2cf4529bb948467bebd044","F","HR","Low",8,3
"f97abafec5ca5765c50877b9bf30709c","M","IT","High",5,8
"de91ad72dba792839a98b5034ad9b616","M","HR","Low",8,2
"9a3ffbfdf2f486b23baeee1e738a1ee0","M","Finance","Low",7,4
"9b3e163cb83a56f85c27a502ab6f6383","M","Finance","Low",8,4
"a8af87939aaf27c118f17451b9763e69","F","Sales/Marketing","Low",4,8
"a45a6a2afdd85eda22ef2b9463690726","M","Finance","High",8,2
"e71b7868d68bf770afd5beba3280fbd6","M","Finance","Low",10,1
"288d057b9b17ab7d268c086322346fa5","F","Finance","Low",7,4
"7eedaf8adaeb856e36dfe140d4ac55da","F","HR","Low",1,9
"3b191887f06d3e6182a93bc979437dfa","M","Sales/Marketing","Low",7,6
"fc9c8ec860e8161dcb0922b803e435e0","M","Finance","High",7,6
"631a86fa979fc8141c52f1568ff2192f","M","Finance","Low",9,5
"a7d5efcf641100697c1473d03a5c4fea","M","HR","Low",7,4
"6c01caa640d9a7ed07c904b293968276","M","Finance","Medium",7,6
"757943ce2a5efff98e43580661de29d7","M","IT","Low",2,3
"ce6225340514e7114a244833a59d2147","F","Finance","Low",7,4
"c2f1a81b36c6d8874bbdba197c09265f","M","R&D","Medium",8,5
"745aed39a65236ff4680913d5e57f1f7","M","Sales/Marketing","Medium",7,2
"b45bb4abf9493825c1c4bb63c37c98cb","F","Finance","Low",7,4
"564b29d086ce6ac8561cb12b18e972ec","F","Finance","Low",6,8
"5be38ef5599aff22714d9f399e321bce","F","HR","Low",8,1
"fea8b42116eaca4736553c06840514e0","F","Finance","Low",7,4
"6a8ce0858df3561aa1b07bed6205b63e","F","HR","Low",9,7
"48f4f7d2db97a8f98d89e39624f0c598","M","Finance","Medium",7,7
"d1f5edf71c71401c831d37dc173e42b2","M","Sales/Marketing","Medium",8,2
"4a472aa87b04c4a1836a19b4a4e3c3e8","M","Sales/Marketing","Low",7,7
"47de05e8870a90c9d64b5b07e1076c59","F","Finance","Low",8,4
"df76bc20a072a80a327084caef9f9201","M","HR","High",8,4
"6d7d2d477750af6169df353bff17346d","F","Finance","Low",8,7
"6cd82a298abf4f9860b635540d092dca","M","HR","Medium",8,5
"3acb59fa062a148460ae4290dbd0c0a1","M","Finance","Medium",10,3
"27ae040ae9647ebe6ad8600a0a513975","M","IT","High",8,3
"d544616a055f144ff85636eb6d05227b","M","Finance","Low",8,2
"8588e865b9d3f7861e41dd480805714e","M","HR","Low",3,8
"fe09019c898c7749cc98df9f34fd9290","M","Finance","Low",10,3
"1bf1778f1317ae1d2c76e7610c86d063","F","HR","Low",10,2
"0b1f8d51b8dcd27e09fdb06f2b06ab82","M","Finance","Medium",6,4
"9fc3747ce5a14b15b6bcb31861127086","F","HR","High",7,4
"0261e725484fda1bdd7c85baf30e6e82","M","HR","Low",7,7
"7aa812eb208f36e7d49647c558ff34f9","F","Finance","Medium",10,7
"e2f07e524f4611e38fb7c6263945b1ec","M","Finance","Medium",10,3
"3bf05f17bb3c5538894d9b7203d34b11","M","HR","Low",8,2
"fbe535947e23d4683454ea490a6a4758","M","Finance","Low",10,3
"61e4600e0db1d8ca77869771dd1e021b","M","HR","Medium",7,2
"4d4adfc96c45a89a28ac89cd88f47fe9","M","HR","Low",10,2
"9a69f4a5ad6fa122e75825c171817f75","M","Finance","Low",10,3
"65d3a56cd99d3e49d80d664fc72d9265","F","IT","Low",8,5
"5da52c43a9c2de92dceaac0d30eea49a","M","Finance","Low",10,4
"142958095c829fb5a42d4a6096db6752","F","IT","Medium",4,6
"86888e278bdd129d3420a25ce2d6d10f","M","Finance","Medium",4,9
"9fb71bca3ea789e917d3e1be779ccadb","M","HR","Low",9,5
"0fee0dc8e16b67fd45630869abd4a971","M","Finance","Low",8,2
"849150d8f957b94af7fdf7536ae2d662","M","IT","Medium",8,2
"56e5dccf4358ad466dbe261ebb7c8737","M","HR","Medium",8,6
"957a8d183625e663f6345ff68fa61232","F","Finance","Low",8,2
"690b0e489beef2ad521fc0dd9c4a0538","F","Finance","Low",7,5
"229466422c2792e6b01b57be11e9c13e","M","Finance","Low",7,8
"a93d1914d9c9a8c21451b23c37bf1fe9","M","IT","Low",7,2
"b085883f63969305d669d8391824d907","M","HR","Low",8,4
